Team,Player,Position,On_start,Points_Average,Last_5_games_points,J_4,J_3,J_2,J_1,J_Actual,Avg_last_5_games,Value,Squad_Average_Points,J_4_Squad_Points,J_3_Squad_Points,J_2_Squad_Points,J_1_Squad_Points,J_Actual_Squad_Points,Squad_Avg_last_5_Games,Value_Squad,vs,Vs_Team,Vs_Squad_Average_Points,J_4_Vs_Squad_Points,J_3_Vs_Squad_Points,J_2_Vs_Squad_Points,J_1_Vs_Squad_Points,J_Actual_Vs_Squad_Points,Vs_Squad_Avg_last_5_Games,Vs_Value_Squad,Team_clas,Vs_Team_clas
Real Sociedad,Zaldua,DF,39,3.4,"['-', '4', '-', '3', '-']",0,4,0,3,0,1.4,1150000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Diego Rico,DF,42,4.4,"['7', '4', '6', '2', '-']",7,4,6,2,0,3.8,1950000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Zubeldia,DF,45,3.1,"['4', '5', '6', '4', '2']",4,5,6,4,2,4.2,970000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Aihen Muñoz,DF,45,2.2,"['-', '3', '-', '-', '-']",0,3,0,0,0,0.6,840000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Jon Pacheco,DF,12,3.6,"['-', '-', '-', '-', '6']",0,0,0,0,6,1.2,780000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Álex Sola,DF,0,3.0,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,540000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Cristo Romero,DF,0,2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,280000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,González de Zárate,DF,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Monreal,DF,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,390000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Aritz Arambarri,DF,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,280000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Mikel Merino,MD,85,5.2,"['6', '5', '4', '2', '16']",6,5,4,2,16,6.6,8280000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Zubimendi,MD,64,4.1,"['7', '4', '5', '4', '3']",7,4,5,4,3,4.6,3130000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Januzaj,MD,48,4.0,"['-', '4', '2', '4', '-']",0,4,2,4,0,2.0,4590000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Silva,MD,58,4.6,"['5', '12', '-1', '-', '14']",5,12,-1,0,14,6.0,4060000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Rafinha,MD,27,4.5,"['5', '5', '2', '5', '-']",5,5,2,5,0,3.4,5780000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Guevara,MD,33,3.3,"['-', '-', '-', '2', '1']",0,0,0,2,1,0.6,800000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Ander Barrenetxea,MD,18,3.5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1090000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Robert Navarro,MD,9,3.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,480000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Beñat Turrientes,MD,3,2.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,440000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Näis Djouahra,MD,3,2.7,"['6', '-', '-', '-', '3']",6,0,0,0,3,1.8,430000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Guridi,MD,3,2.2,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,360000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Ander Martín,MD,3,2.4,"['2', '-', '-', '4', '-']",2,0,0,4,0,1.2,290000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Illarramendi,MD,9,2.8,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,1160000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Germán Valera,MD,0,2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,290000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Roberto López,MD,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Luca Sangalli,MD,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,230000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Oyarzabal,DL,58,5.8,"['-', '-', '-', '-', '6']",0,0,0,0,6,1.2,7430000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Isak,DL,70,4.1,"['10', '1', '2', '1', '-']",10,1,2,1,0,2.8,7470000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Portu,DL,48,2.9,"['1', '2', '2', '2', '2']",1,2,2,2,2,1.8,3610000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Sorloth,DL,45,3.2,"['4', '12', '4', '5', '4']",4,12,4,5,4,5.8,4160000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Lobete,DL,6,2.6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,600000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Carlos Fernández,DL,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,540000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Villarreal,Rulli,PT,85,5.3,"['1', '-', '6', '6', '2']",1,0,6,6,2,3.0,4140000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Sergio Asenjo,PT,15,4.4,"['-', '7', '-', '-', '-']",0,7,0,0,0,1.4,1180000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Pau Torres,DF,85,5.9,"['2', '-', '7', '-', '4']",2,0,7,0,4,2.6,7310000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Alberto Moreno,DF,39,4.6,"['-', '-', '-', '-', '3']",0,0,0,0,3,0.6,3040000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Albiol,DF,73,4.5,"['4', '-', '-', '6', '3']",4,0,0,6,3,2.6,2850000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Juan Foyth,DF,58,4.8,"['2', '15', '5', '-', '3']",2,15,5,0,3,5.0,2960000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Alfonso Pedraza,DF,48,4.3,"['9', '1', '-', '8', '4']",9,1,0,8,4,4.4,2610000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Aïssa Mandi,DF,39,5.1,"['-', '8', '3', '6', '-']",0,8,3,6,0,3.4,1580000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Estupiñán,DF,45,3.2,"['-4', '-', '-', '5', '5']",-4,0,0,5,5,1.2,1700000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Aurier,DF,27,3.4,"['2', '7', '4', '0', '-']",2,7,4,0,0,2.6,1660000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Mario Gaspar,DF,18,2.8,"['-', '3', '-', '-', '2']",0,3,0,0,2,1.0,460000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Rubén Peña,DF,3,2.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,330000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Parejo,MD,82,7.1,"['5', '-', '6', '9', '6']",5,0,6,9,6,5.2,13560000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Trigueros,MD,73,4.9,"['3', '4', '10', '1', '-']",3,4,10,1,0,3.6,6080000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Yéremi Pino,MD,64,4.7,"['5', '2', '2', '1', '2']",5,2,2,1,2,2.4,6760000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Danjuma,MD,52,6.1,"['3', '4', '5', '17', '-']",3,4,5,17,0,5.8,12740000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Capoue,MD,67,4.8,"['3', '-', '5', '6', '4']",3,0,5,6,4,3.6,4470000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Moi Gómez,MD,33,3.3,"['-', '4', '2', '6', '2']",0,4,2,6,2,2.8,1990000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Samu Chukwueze,MD,24,3.8,"['-', '5', '3', '1', '-']",0,5,3,1,0,1.8,3450000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Coquelin,MD,18,4.2,"['3', '2', '-', '-', '-']",3,2,0,0,0,1.0,1660000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Lo Celso,MD,21,4.8,"['1', '2', '2', '6', '-']",1,2,2,6,0,2.2,11360000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Iborra,MD,33,2.4,"['-', '2', '6', '2', '2']",0,2,6,2,2,2.4,900000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Carlo Adriano,MD,0,2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,280000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Gerard Moreno,DL,42,7.5,"['2', '3', '15', '-', '2']",2,3,15,0,2,4.4,15640000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Boulaye Dia,DL,30,5.0,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,2470000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Alcácer,DL,24,3.5,"['2', '5', '5', '-', '-']",2,5,5,0,0,2.4,2020000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Villarreal,Nicolas Jackson,DL,0,3.7,"['-', '-', '-', '-', '3']",0,0,0,0,3,0.6,380000,118.4,43,74,86,82,47,66.4,113580000,Alavés,Alavés,84.4,41,44,76,47,18,45.2,40860000,7,20
Valencia,Mamardashvili,PT,45,4.9,"['7', '4', '1', '-', '-']",7,4,1,0,0,2.4,1980000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Cillessen,PT,48,3.7,"['-', '-', '-', '2', '1']",0,0,0,2,1,0.6,1010000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Jaume Doménech,PT,6,1.3,"['-', '-', '-', '-', '4']",0,0,0,0,4,0.8,300000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Omar Alderete,DF,73,4.3,"['4', '4', '-', '-', '4']",4,4,0,0,4,2.4,2730000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Gabriel Paulista,DF,48,5.8,"['7', '5', '-', '-', '-']",7,5,0,0,0,2.4,5250000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Gayà,DF,58,4.2,"['2', '2', '2', '2', '2']",2,2,2,2,2,2.0,4200000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Foulquier,DF,70,3.0,"['-', '2', '4', '-', '4']",0,2,4,0,4,2.0,1540000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Diakhaby,DF,52,3.0,"['5', '-', '6', '-', '1']",5,0,6,0,1,2.4,1020000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Thierry Correia,DF,39,3.6,"['3', '1', '-', '5', '4']",3,1,0,5,4,2.6,1360000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Jesús Vázquez,DF,18,3.3,"['5', '2', '2', '5', '-']",5,2,2,5,0,2.8,760000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Lato,DF,21,2.6,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,430000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Cömert,DF,12,1.6,"['-', '2', '-', '0', '-']",0,2,0,0,0,0.4,1180000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Cristhian Mosquera,DF,9,1.2,"['-', '-', '2', '2', '1']",0,0,2,2,1,1.0,350000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Rubén Iranzo,DF,3,1.0,"['-', '-', '-', '1', '-']",0,0,0,1,0,0.2,230000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Carlos Soler,MD,70,6.7,"['5', '12', '7', '2', '-']",5,12,7,2,0,5.2,12170000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Guillamón,MD,82,2.9,"['6', '4', '5', '-', '5']",6,4,5,0,5,4.0,2150000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Yunus Musah,MD,36,2.5,"['-', '3', '-', '1', '6']",0,3,0,1,6,2.0,830000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Racic,MD,30,2.5,"['-', '0', '5', '6', '2']",0,0,5,6,2,2.6,740000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Hélder Costa,MD,39,2.0,"['3', '-', '1', '2', '-']",3,0,1,2,0,1.2,670000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Denis Cheryshev,MD,15,2.9,"['1', '-', '2', '2', '-']",1,0,2,2,0,1.0,670000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Bryan Gil,MD,21,3.7,"['4', '-', '3', '-', '-']",4,0,3,0,0,1.4,6800000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Ilaix Moriba,MD,15,2.3,"['2', '1', '5', '3', '-']",2,1,5,3,0,2.2,2320000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Koba,MD,3,2.1,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,340000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Jesús Santiago,MD,0,2.0,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,230000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Guedes,DL,88,6.7,"['4', '5', '7', '-', '11']",4,5,7,0,11,5.4,13770000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Hugo Duro,DL,61,3.7,"['2', '0', '2', '-', '2']",2,0,2,0,2,1.2,4710000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Maxi Gómez,DL,55,4.0,"['6', '-', '-', '-', '-']",6,0,0,0,0,1.2,3340000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Valencia,Marcos André,DL,18,3.1,"['-', '2', '2', '3', '2']",0,2,2,3,2,1.8,1090000,90.6,66,49,56,40,51,52.4,72170000,Levante,Levante,93.7,89,40,89,52,86,71.2,43450000,10,19
Alavés,Pacheco,PT,91,3.8,"['1', '11', '8', '1', '-1']",1,11,8,1,-1,4.0,2010000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Sivera,PT,6,2.7,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,260000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Owono,PT,3,3.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Laguardia,DF,91,3.9,"['0', '2', '5', '2', '4']",0,2,5,2,4,2.6,2780000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Rubén Duarte,DF,82,3.6,"['2', '1', '5', '3', '-1']",2,1,5,3,-1,2.0,1880000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Lejeune,DF,76,3.4,"['2', '5', '6', '4', '-']",2,5,6,4,0,3.4,1600000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Martín Aguirregabiria,DF,48,2.8,"['-', '-', '2', '2', '-1']",0,0,2,2,-1,0.6,730000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Miazga,DF,27,3.8,"['-', '-', '-', '-', '-2']",0,0,0,0,-2,-0.4,580000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Nahuel Tenaglia,DF,27,3.8,"['2', '7', '5', '-', '-']",2,7,5,0,0,2.8,1160000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Ximo Navarro,DF,36,2.6,"['0', '-3', '8', '2', '-']",0,-3,8,2,0,1.4,580000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Javi López Carballo,DF,12,1.6,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,280000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Saúl García,DF,0,3.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,280000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Alexandru Tirlea,DF,0,2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Keller,DF,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,260000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Luis Rioja,MD,97,3.2,"['0', '4', '2', '3', '2']",0,4,2,3,2,2.2,2720000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Mamadou Loum,MD,67,3.5,"['3', '2', '2', '4', '-']",3,2,2,4,0,2.2,1550000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Edgar Méndez,MD,45,3.0,"['7', '4', '5', '2', '2']",7,4,5,2,2,4.0,1120000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Toni Moya,MD,48,3.0,"['-', '1', '-', '-', '2']",0,1,0,0,2,0.6,920000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Manu García Alonso,MD,24,3.5,"['-', '-', '6', '2', '1']",0,0,6,2,1,1.8,580000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Tomás Pina,MD,45,2.5,"['4', '1', '2', '4', '2']",4,1,2,4,2,2.6,780000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Gonzalo Escalante,MD,36,4.5,"['9', '5', '4', '4', '0']",9,5,4,4,0,4.4,3100000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Pere Pons,MD,45,2.1,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,670000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Facundo Pellistri,MD,18,2.0,"['1', '1', '-', '3', '-']",1,1,0,3,0,1.0,520000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Jason,MD,24,2.5,"['-', '-', '2', '-', '2']",0,0,2,0,2,0.8,880000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Joselu,DL,94,6.7,"['4', '2', '12', '7', '4']",4,2,12,7,4,5.8,13020000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Manu Vallejo,DL,6,2.8,"['2', '1', '-', '-', '-']",2,1,0,0,0,0.6,1240000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Miguel de la Fuente,DL,21,2.4,"['2', '-', '2', '2', '2']",2,0,2,2,2,1.6,460000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
Alavés,Guidetti,DL,6,2.7,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,440000,84.4,41,44,76,47,18,45.2,40860000,Villarreal,Villarreal,118.4,43,74,86,82,47,66.4,113580000,20,7
