Team,Player,Position,On_start,Points_Average,Last_5_games_points,J_4,J_3,J_2,J_1,J_Actual,Avg_last_5_games,Value,Squad_Average_Points,J_4_Squad_Points,J_3_Squad_Points,J_2_Squad_Points,J_1_Squad_Points,J_Actual_Squad_Points,Squad_Avg_last_5_Games,Value_Squad,vs,Vs_Team,Vs_Squad_Average_Points,J_4_Vs_Squad_Points,J_3_Vs_Squad_Points,J_2_Vs_Squad_Points,J_1_Vs_Squad_Points,J_Actual_Vs_Squad_Points,Vs_Squad_Avg_last_5_Games,Vs_Value_Squad,Team_clas,Vs_Team_clas
Rayo Vallecano,Balliu,DF,94,3.5,"['5', '5', '-4', '-', '4']",5,5,-4,0,4,2.0,2360000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Saveljich,DF,64,3.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1040000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Nikola Maras,DF,24,3.4,"['1', '5', '2', '5', '6']",1,5,2,5,6,3.8,810000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Mario Hernández,DF,9,3.4,"['1', '-', '3', '4', '1']",1,0,3,4,1,1.8,670000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Kevin Rodrigues,DF,12,2.0,"['-', '1', '-', '-', '-']",0,1,0,0,0,0.2,560000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Álvaro García,MD,88,5.5,"['7', '5', '4', '4', '11']",7,5,4,4,11,6.2,6400000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Trejo,MD,70,5.1,"['-', '3', '3', '2', '4']",0,3,3,2,4,2.4,6630000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Comesaña,MD,88,4.3,"['-1', '-', '4', '5', '2']",-1,0,4,5,2,2.0,4960000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Óscar Valentín,MD,76,4.1,"['5', '9', '4', '5', '3']",5,9,4,5,3,5.2,2610000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Isi Palazón,MD,76,3.8,"['5', '6', '8', '6', '4']",5,6,8,6,4,5.8,4450000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Bebé,MD,12,3.7,"['-', '2', '2', '-', '-']",0,2,2,0,0,0.8,2240000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Pathé Ciss,MD,27,3.3,"['4', '0', '-', '4', '5']",4,0,0,4,5,2.6,1800000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Unai López,MD,30,2.8,"['1', '2', '1', '2', '2']",1,2,1,2,2,1.6,1140000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Mario Suárez,MD,18,1.7,"['0', '-', '-', '-', '2']",0,0,0,0,2,0.4,1100000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Merquelanz,MD,9,3.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,510000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Álvaro Aguirre,MD,0,2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Sergi Guardiola,DL,52,4.1,"['10', '9', '1', '9', '1']",10,9,1,9,1,6.0,4230000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Randy Nteka,DL,39,3.2,"['2', '3', '5', '-', '2']",2,3,5,0,2,2.4,2340000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Falcao,DL,21,4.6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,4020000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Rayo Vallecano,Mamadou Sylla,DL,15,2.3,"['2', '4', '-', '-', '-']",2,4,0,0,0,1.2,950000,84.89999999999999,64,60,44,68,69,61.0,59220000,Real Sociedad,Real Sociedad,112.0,73,78,47,50,87,67.0,78980000,11,6
Levante,Dani Cárdenas,PT,61,3.1,"['8', '2', '4', '1', '6']",8,2,4,1,6,4.2,1130000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Dani Cárdenas,PT,61,3.1,"['8', '2', '4', '1', '6']",8,2,4,1,6,4.2,1130000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Son,DF,55,2.8,"['3', '0', '2', '1', '5']",3,0,2,1,5,2.2,870000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Son,DF,55,2.8,"['3', '0', '2', '1', '5']",3,0,2,1,5,2.2,870000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Aitor Fernández,PT,39,3.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1070000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Rúben Vezo,DF,73,3.6,"['2', '1', '6', '4', '-']",2,1,6,4,0,2.6,1610000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Óscar Duarte,DF,52,3.3,"['-', '-', '2', '2', '7']",0,0,2,2,7,2.2,880000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Rober Pier,DF,52,2.7,"['6', '2', '3', '0', '6']",6,2,3,0,6,3.4,840000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Jorge Miramón,DF,58,2.5,"['6', '1', '1', '3', '4']",6,1,1,3,4,3.0,570000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Clerc,DF,55,2.6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,710000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Mustafi,DF,24,4.0,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,670000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Enric Franquesa,DF,18,1.8,"['0', '-', '-', '-', '-']",0,0,0,0,0,0.0,410000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Sergio Postigo,DF,24,2.4,"['7', '2', '2', '1', '-']",7,2,2,1,0,2.4,460000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Alejandro Cantero,MD,6,1.9,"['-', '2', '-1', '2', '-']",0,2,-1,2,0,0.6,430000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Martín Cáceres,DF,24,2.0,"['3', '-', '-', '-', '4']",3,0,0,0,4,1.4,900000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Marc Pubill,DF,15,1.6,"['-', '-', '6', '-', '-']",0,0,6,0,0,1.2,450000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Coke,DF,0,2.5,"['-', '-', '-', '-', '4']",0,0,0,0,4,0.8,290000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Marcelo Saracchi,DF,0,2.0,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,340000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Jorge de Frutos,MD,61,4.1,"['-', '-', '-', '-', '5']",0,0,0,0,5,1.0,2990000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Bardhi,MD,45,4.0,"['-', '1', '-', '1', '4']",0,1,0,1,4,1.2,2340000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Pepelu,MD,61,4.1,"['7', '6', '7', '5', '6']",7,6,7,5,6,6.2,2030000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Melero,MD,55,3.9,"['2', '8', '1', '2', '10']",2,8,1,2,10,4.6,3050000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Mickael Malsa,MD,30,3.3,"['1', '-', '9', '-', '4']",1,0,9,0,4,2.8,970000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Campaña,MD,39,4.4,"['3', '2', '-', '-', '-']",3,2,0,0,0,1.0,3360000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Radoja,MD,39,3.1,"['5', '0', '5', '4', '-']",5,0,5,4,0,2.8,710000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Vukcevic,MD,0,2.5,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,350000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Giorgi Kochorashvili,MD,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,240000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Edgar Sevikyan,MD,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,230000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Morales,DL,79,5.1,"['16', '8', '16', '11', '1']",16,8,16,11,1,10.4,7140000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Roger,DL,70,4.2,"['7', '-1', '-', '-', '5']",7,-1,0,0,5,2.2,3970000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Dani Gómez,DL,24,3.3,"['-', '4', '10', '2', '2']",0,4,10,2,2,3.6,1490000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Levante,Soldado,DL,21,3.2,"['-', '-', '10', '9', '-']",0,0,10,9,0,3.8,950000,93.7,89,40,89,52,86,71.2,43450000,Valencia,Valencia,90.6,66,49,56,40,51,52.4,72170000,19,10
Mallorca,Reina,PT,55,3.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,890000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Sergio Rico,PT,36,2.7,"['8', '7', '-3', '5', '1']",8,7,-3,5,1,3.6,1780000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Leo Román,PT,6,4.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,220000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Greif,PT,3,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Maffeo,DF,91,4.2,"['4', '2', '2', '5', '0']",4,2,2,5,0,2.6,3050000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Martin Valjent,DF,94,3.3,"['-', '4', '3', '4', '5']",0,4,3,4,5,3.2,1670000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Brian Oliván,DF,61,3.3,"['1', '5', '1', '5', '2']",1,5,1,5,2,2.8,1080000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Jaume Costa,DF,52,3.5,"['-', '6', '2', '-', '-']",0,6,2,0,0,1.6,1220000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Franco Russo,DF,48,3.0,"['-6', '-', '-', '-', '-']",-6,0,0,0,0,-1.2,660000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Raíllo,DF,36,3.8,"['-', '8', '4', '3', '5']",0,8,4,3,5,4.0,1310000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Giovanni González,DF,9,3.9,"['3', '-', '4', '3', '4']",3,0,4,3,4,2.8,760000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Sedlar,DF,9,1.6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,370000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Josep Gayá,DF,3,-2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Dani Rodríguez,MD,94,4.1,"['1', '1', '2', '5', '4']",1,1,2,5,4,2.6,3810000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Salva Sevilla,MD,39,4.8,"['4', '-', '2', '2', '1']",4,0,2,2,1,1.8,3030000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Idrissu Baba,MD,67,4.3,"['4', '3', '2', '3', '4']",4,3,2,3,4,3.2,2870000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Kubo,MD,48,4.1,"['2', '2', '7', '2', '4']",2,2,7,2,4,3.4,3490000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Ruiz de Galarreta,MD,52,4.1,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1580000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Antonio Sánchez,MD,45,3.3,"['3', '2', '2', '2', '4']",3,2,2,2,4,2.6,1020000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Kang-In Lee,MD,45,2.9,"['3', '3', '3', '4', '8']",3,3,3,4,8,4.2,1420000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Rodrigo Battaglia,MD,24,2.0,"['3', '4', '-', '2', '-']",3,4,0,2,0,1.8,620000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Amath Ndiaye,MD,27,2.3,"['-', '-', '2', '-', '1']",0,0,2,0,1,0.6,530000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Javi Llabres,MD,3,3.0,"['-', '-', '-', '-', '4']",0,0,0,0,4,0.8,270000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Grenier,MD,0,1.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,480000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Ángel Rodríguez,DL,45,3.3,"['2', '-', '1', '-', '-']",2,0,1,0,0,0.6,1970000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Muriqi,DL,36,6.2,"['5', '10', '5', '9', '4']",5,10,5,9,4,6.6,6760000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Fernando Niño,DL,24,3.2,"['5', '-', '-', '0', '-']",5,0,0,0,0,1.0,1370000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Abdón Prats,DL,15,3.1,"['-', '-', '-', '8', '-']",0,0,0,8,0,1.6,560000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Mallorca,Hoppe,DL,3,1.8,"['-', '-', '-', '-', '1']",0,0,0,0,1,0.2,370000,88.6,42,57,39,62,52,50.4,43660000,Barcelona,Barcelona,154.5,90,83,64,78,70,77.0,211790000,16,2
Betis,Rui Silva,PT,55,3.8,"['-', '-', '-', '1', '-']",0,0,0,1,0,0.2,1370000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Claudio Bravo,PT,45,3.5,"['2', '3', '9', '-', '6']",2,3,9,0,6,4.0,690000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Joel Robles,PT,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,200000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Álex Moreno,DF,70,5.0,"['16', '3', '8', '3', '-']",16,3,8,3,0,6.0,4890000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Héctor Bellerín,DF,64,4.0,"['7', '3', '5', '-', '5']",7,3,5,0,5,4.0,2980000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Marc Bartra,DF,61,4.4,"['2', '4', '7', '5', '-']",2,4,7,5,0,3.6,2480000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Édgar González,DF,39,4.5,"['-', '-', '-', '-', '5']",0,0,0,0,5,1.0,1870000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Pezzella,DF,52,4.1,"['-', '8', '6', '6', '8']",0,8,6,6,8,5.6,1120000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Víctor Ruiz,DF,48,3.7,"['4', '-', '-', '-', '-']",4,0,0,0,0,0.8,1040000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Juan Miranda,DF,27,4.6,"['-', '-', '-', '6', '6']",0,0,0,6,6,2.4,900000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Martín Montoya,DF,18,4.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,640000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Sabaly,DF,15,2.8,"['-', '2', '-', '4', '-']",0,2,0,4,0,1.2,870000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Kike Hermoso,DF,3,13.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,340000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Fekir,MD,85,6.7,"['-', '7', '7', '7', '10']",0,7,7,7,10,6.2,13380000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Canales,MD,85,5.9,"['-', '2', '8', '5', '15']",0,2,8,5,15,6.0,11640000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,William Carvalho,MD,55,4.6,"['10', '-', '2', '2', '2']",10,0,2,2,2,3.2,6290000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Guido Rodríguez,MD,73,4.6,"['5', '4', '4', '-', '4']",5,4,4,0,4,3.4,4350000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Guardado,MD,45,2.9,"['-', '11', '-', '1', '-']",0,11,0,1,0,2.4,880000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Tello,MD,12,3.5,"['2', '5', '-', '4', '7']",2,5,0,4,7,3.6,1470000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Rodrigo Sánchez,MD,27,3.5,"['4', '-', '-', '-', '3']",4,0,0,0,3,1.4,830000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Joaquín,MD,6,3.1,"['5', '4', '2', '2', '-']",5,4,2,2,0,2.6,1090000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Aitor Ruibal,MD,24,2.2,"['5', '-', '2', '-', '-']",5,0,2,0,0,1.4,760000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Paul Akouokou,MD,18,2.9,"['-', '-', '-', '0', '-']",0,0,0,0,0,0.0,430000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Camarasa,MD,0,2.3,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,260000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Diego Lainez,MD,3,1.3,"['-', '-', '-', '-', '4']",0,0,0,0,4,0.8,410000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Yassin Fekir,MD,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,290000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Juanmi Jiménez,DL,70,6.4,"['20', '-1', '3', '7', '8']",20,-1,3,7,8,7.4,10620000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Willian José,DL,52,4.5,"['2', '2', '2', '5', '2']",2,2,2,5,2,2.6,6850000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Borja Iglesias,DL,45,4.4,"['-', '10', '3', '2', '17']",0,10,3,2,17,6.4,8010000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Betis,Raúl García de Haro,DL,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,240000,116.5,84,67,68,60,104,76.6,87190000,Getafe,Getafe,80.6,60,45,47,65,76,58.6,55100000,5,15
Real Sociedad,Alex Remiro,PT,91,5.3,"['7', '1', '7', '2', '7']",7,1,7,2,7,4.8,4430000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Ryan,PT,9,5.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,330000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Le Normand,DF,100,5.2,"['5', '12', '4', '3', '9']",5,12,4,3,9,6.6,5510000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Aritz Elustondo,DF,61,4.9,"['-', '2', '2', '-', '5']",0,2,2,0,5,1.8,3960000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
Real Sociedad,Gorosabel,DF,64,3.4,"['4', '2', '2', '5', '5']",4,2,2,5,5,3.6,1850000,112.0,73,78,47,50,87,67.0,78980000,Rayo Vallecano,Rayo Vallecano,84.89999999999999,64,60,44,68,69,61.0,59220000,6,11
