Player,Matchs,Goals,Assists
Édgar González,4,0,0
Álex Moreno,4,0,1
Rui Silva,4,0,0
Guido Rodríguez,4,0,0
Borja Iglesias,4,4,1
Juanmi,4,2,0
Nabil Fekir,4,0,1
Aitor Ruibal,4,0,0
William Carvalho,3,0,1
Germán Pezzella,3,0,0
Rodrigo,3,0,0
Sergio Canales,2,1,0
Luiz Felipe,2,0,0
Andrés Guardado,2,0,0
Youssouf Sabaly,1,0,0
Luiz Henrique,2,0,0
Roberto González,2,0,0
Willian José,1,0,0
Joaquín,1,0,0
Paul Akouokou,2,0,0
Loren Morón,2,0,0
Fran Delgado,1,0,0
Juan Miranda,1,0,0
Claudio Bravo,0,0,0
Daniel Martín,0,0,0
Martín Montoya,0,0,0
Víctor Ruiz,0,0,0
