Player,Matchs,Goals,Assists
Édgar Badía,7,0,0
Pedro Bigas,6,0,0
Gerard Gumbau,7,0,1
Omar Mascarell,5,0,0
Enzo Roco,6,0,0
Helibelton Palacios,5,0,0
Tete Morente,6,0,0
Lucas Boyé,6,1,1
Roger Martí,5,0,1
Pol Lirola,4,0,0
Álex Collado,4,1,0
Ezequiel Ponce,7,1,0
Carlos Clerc,3,0,0
Johan Mojica,3,0,0
Raúl Guti,5,0,0
Pere Milla,6,0,0
Domingos Quina,6,0,0
John Donald,3,0,0
Fidel,3,0,0
Diego González,3,0,0
Nicolás Ezequi,2,0,0
Federico Fernández,1,0,0
Gonzalo Verdú,1,0,0
Josan,5,0,0
Alejandro Alfaro,1,0,0
Javier Pastore,1,0,0
Jesús López,0,0,0
Axel Werner,0,0,0
