Player,Matchs,Goals,Assists
Santiago Bueno,6,0,1
Juan Carlos,6,0,0
Juanpe,6,0,0
Aleix García,6,0,1
Valentín Castellanos,6,1,0
Miguel Gutiérrez,6,0,1
Rodrigo Riquelme,5,0,0
David López,4,0,0
Reinier,5,1,0
Yan Couto,5,0,0
Oriol Romeu,3,1,0
Arnau Martinez,4,1,0
Cristhian Stuani,3,1,0
Bernardo Espinosa,3,0,0
Yangel Herrera,3,0,1
Samuel Sáiz,6,1,0
Ramón Terra,3,0,0
Oscar Ureña,2,0,0
Valery,1,0,0
Manu Vallejo,3,0,0
Toni Villa,3,0,0
Javi,4,0,0
Casals,2,0,0
Ricard Artero,0,0,0
Toni Fuidias,0,0,0
Paulo Gazzaniga,0,0,0
Matas,0,0,0
Eric Monjonell,0,0,0
Álex Sala,0,0,0
Pau Vict,0,0,0
