Player,Matchs,Goals,Assists
Domingos Duarte,12,0,2
David Soria,12,0,0
Enes Ünal,12,4,2
Borja Mayoral,12,1,0
Carles Aleñá,11,2,2
Djené,10,0,0
Stefan Mitrović,11,0,0
Iglesias,11,1,0
Nemanja Maksimović,10,0,0
Damián Suárez,7,1,0
Fabrizio Angileri,8,0,0
Mauro Arambarri,6,0,1
Luis Milla,6,0,0
Gastón Álvarez,6,2,0
Ángel Algobia,7,0,0
Portu,10,0,0
Jaime Seoane,9,0,0
Munir ,6,1,0
Jordan Amavi,3,0,0
Jaime Mata,6,0,0
Latasa,4,0,0
Moises Par,1,0,0
Alejandro Revuel,1,0,0
Omar Alderete,0,0,0
Vicente Bellmunt,0,0,0
Kiko Casilla,0,0,0
Diego Conde,0,0,0
John Joe,0,0,0
Gorka Rive,0,0,0
Alex Rodríguez,0,0,0
