Player,Matchs,Goals,Assists
Leandro Cabrera,9,0,0
Joselu,9,7,0
Brian Oliván,9,0,2
Sergi Darder,9,1,1
Vinicius Souza,9,0,0
Edu Expósito,9,2,1
Fernando Calero,8,0,0
Óscar Gil,7,0,0
Sergi Gómez,6,0,0
Javi Puado,8,0,0
Benjamin Lecomte,5,0,0
Álvaro Fernández,4,0,0
Martin Braithwaite,4,2,1
Rubén,4,0,0
Nico Ribaudo,7,0,0
Aleix Vidal,4,0,0
Omar ,3,0,0
Keidi Bare,6,0,0
José Carl,3,0,0
Dani Gómez,4,0,0
Adri Embarba,1,0,0
Wassim Boullif,2,0,0
Luca Koleosho,2,0,0
Pol Lozano,3,0,0
Nabil Touaizi,1,0,0
Fortuño,0,0,0
Joan García,0,0,0
Daniel Villahermosa,0,0,0
