Player,Matchs,Goals,Assists
Óscar ,5,0,1
Unai Simón,5,0,0
Daniel Vivian,5,0,0
Álex Berenguer,5,3,0
Iker Muniain,5,0,0
Iñaki Williams,5,1,0
Oihan Sancet,5,1,0
Mikel Vesga,5,0,1
Yeray Álvarez,4,0,0
Nico Williams,5,1,1
Iñigo Lekue,3,0,1
Yuri Berchiche,2,0,0
Iñigo Martínez,1,0,0
Dani García,2,0,0
Asier Villalibre,1,0,0
Raúl García,5,0,0
Gorka Guruzeta,4,2,0
Oier Zarraga,3,0,0
Unai Venced,2,0,0
Jon Morcillo,4,0,1
Malcom Abdul,1,0,0
Aitor Paredes,1,0,0
Ander Capa,1,0,0
Julen Agirrezabala,0,0,0
Ander Herrera,0,0,0
Iru,0,0,0
Peru Nolaskoain,0,0,0
Reinildo Mandava,5,0,0
Axel Witsel,5,0,0
Álvaro Morata,5,3,0
Koke,5,0,1
Jan Oblak,4,0,0
João Félix,5,0,3
Marcos Llorente,4,0,0
Yannick Carrasco,5,1,0
Nahuel Molina,3,0,0
Rodrigo ,5,1,1
Thomas Lemar,4,0,1
Saúl Ñíguez,4,0,0
Geoffrey Kondogbia,3,0,1
José Mar,3,0,0
Stefan Savić,2,0,0
Ángel Correa,5,1,0
Mario Hermoso,2,0,0
Ivo Grbić,2,0,0
Antoine Griezmann,5,2,0
Matheus Cunha,4,0,0
Sergio Di,0,0,0
Felipe,0,0,0
Antonio Gomis,0,0,0
Alejandro Iturbe,0,0,0
Renan Lodi,0,0,0
Marco Moreno,0,0,0
Alberto More,0,0,0
Juan Cr,5,0,0
David García,5,0,0
Sergio Herrera,5,0,0
Moi Gómez,5,0,0
Unai García,5,0,0
Lucas Torró,5,0,0
Ezequiel Ávila,5,3,0
Jon Moncayola,5,0,0
Aimar Oroz,4,2,0
Nacho Vidal,5,0,0
Ante Budimir,4,0,0
Rubén Peña,3,0,1
Darko Brašanac,4,0,1
Rubén García,4,1,1
Kike Barja,3,0,0
Kike,5,1,0
Manuel Sánchez,2,0,0
Abdessamad Ezzalzouli,2,0,1
Pablo Ibáñez,3,0,0
Roberto Torres,1,0,0
Iker Benito,0,0,0
Aitor Fernández,0,0,0
Aridane Hernández,0,0,0
Jorge Herrando,0,0,0
Javi Martínez,0,0,0
Juan Pérez,0,0,0
Leandro Cabrera,5,0,0
Sergi Darder,5,0,0
Joselu,5,3,0
Brian Oliván,5,0,0
Óscar Gil,5,0,0
Vinicius Souza,5,0,0
Edu Expósito,5,1,0
Fernando Calero,4,0,0
Benjamin Lecomte,3,0,0
Javi Puado,4,0,0
Rubén,4,0,0
Sergi Gómez,3,0,0
Álvaro Fernández,2,0,0
Martin Braithwaite,2,2,0
Nico Ribaudo,4,0,0
Keidi Bare,3,0,0
Dani Gómez,3,0,0
Adri Embarba,1,0,0
Wassim Boullif,1,0,0
Luca Koleosho,2,0,0
Omar ,2,0,0
José Carl,1,0,0
Nabil Touaizi,1,0,0
Fortuño,0,0,0
Joan García,0,0,0
Pol Lozano,0,0,0
Daniel Villahermosa,0,0,0
Marc-André t,5,0,0
Ronald Araújo,5,0,0
Gavi Paez,5,0,0
Robert Lewandowski,5,6,2
Pedri,5,1,0
Sergio Busquets,4,0,0
Ousmane Dembélé,5,2,2
Eric García,4,1,0
Raphinha,5,1,1
Alejandro Balde,4,0,1
Frenkie ,5,1,0
Jules Koundé,2,0,2
Ferrán Torres,4,0,0
Andreas Christensen,2,0,0
Jordi Alba,3,0,0
Héctor Bellerín,1,0,0
Gerard Piqué,1,0,0
Memphis Depay,1,0,0
Ansu Fati,5,2,2
Sergi Roberto,4,1,0
Franck Kessié,3,0,0
Marcos Alonso,1,0,0
Pierre-Emerick Aubameyang,1,0,0
Iñaki Pe,0,0,0
