Player,Matchs,Goals,Assists
Sergio Akieme,8,0,0
Srđan Babić,8,1,0
Rodrigo Ely,8,0,0
Fernando,8,0,0
Lucas Robertone,8,1,1
Samu Costa,8,0,0
Largie Ramazani,8,2,0
Kaiky,6,0,0
Alejandro Po,5,0,1
Íñigo Eguaras,6,0,1
Umar Sadiq,3,2,0
Dyego Sousa,6,0,0
César ,3,0,0
Adri Embarba,5,0,2
Léo Baptistão,5,0,0
Juan Brandáriz,4,0,0
Houboulang Mendes,3,0,0
El Bil,3,1,0
Lázaro,3,0,0
Arnau Puigmal,5,0,0
Francisco Portillo,6,0,0
Gonzalo Melero,2,0,1
Curro,2,0,0
José Carl,1,0,0
Marko Milovanović,2,0,0
Álex Centelles,0,0,0
Arvin Appiahe,0,0,0
Diego Fuoli,0,0,0
Gui Guedes,0,0,0
Fernando Pacheco,0,0,0
Carlos Rojas,0,0,0
Martin Šviderský,0,0,0
