Player,Matchs,Goals,Assists
Raúl Albiol,9,0,0
Gerónimo Rulli,9,0,0
Pau Torres,9,0,0
Daniel Parejo,9,0,0
Alfonso Pedraza,9,0,1
Étienne Capoue,8,0,0
Nicolas Jackson,9,1,2
Giovani ,7,1,0
Yeremi Pino,8,1,1
Kiko Femenía,6,0,0
Gerard Moreno,5,2,0
Francis Coquelin,8,1,0
Juan Foyth,3,0,0
Alex Baena,9,3,0
Arnaut Groeneveld,4,2,0
Samuel Chukwueze,9,0,1
José Lu,9,1,0
Aïssa Mandi,4,0,0
Manu Morlanes,1,0,0
Johan Mojica,2,0,0
Alberto Moreno,1,0,0
Manu Trigueros,1,0,0
Iker Álvarez,0,0,0
Jorge Cuenca,0,0,0
Pervis Estupiñán,0,0,0
Filip Jörgensen,0,0,0
Pepe Reina,0,0,0
