Player,Matchs,Goals,Assists
Lucas Torró,12,0,0
Moi Gómez,12,1,0
Unai García,11,0,1
Juan Cr,12,0,0
Sergio Herrera,10,0,0
David García,10,0,0
Nacho Vidal,11,0,0
Ezequiel Ávila,11,4,1
Jon Moncayola,12,0,0
Aimar Oroz,10,2,1
Ante Budimir,9,1,0
Rubén Peña,8,0,1
Darko Brašanac,10,1,1
Abdessamad Ezzalzouli,8,0,2
Manuel Sánchez,9,0,0
Kike,12,2,0
Rubén García,9,1,1
Kike Barja,5,1,0
Aitor Fernández,2,0,0
Aridane Hernández,3,0,0
Pablo Ibáñez,4,0,0
Roberto Torres,2,0,0
Iker Benito,0,0,0
Jorge Herrando,0,0,0
Javi Martínez,0,0,0
Juan Pérez,0,0,0
