Player,Matchs,Goals,Assists
Santiago Bueno,8,0,1
Juan Carlos,8,0,0
Aleix García,8,0,2
Valentín Castellanos,8,2,0
Juanpe,7,0,0
Miguel Gutiérrez,8,0,1
Rodrigo Riquelme,7,2,0
Oriol Romeu,5,1,0
Arnau Martinez,6,2,0
David López,4,0,0
Bernardo Espinosa,5,0,1
Yan Couto,7,0,0
Reinier,5,1,0
Yangel Herrera,5,0,1
Cristhian Stuani,4,1,0
Samuel Sáiz,6,1,0
Ramón Terrats,4,0,0
Valery,3,0,1
Manu Vallejo,4,0,1
Javi,5,0,0
Oscar Ureña,3,0,0
Toni Villa,4,0,0
Casals,2,0,0
Ricard Artero,0,0,0
Toni Fuidias,0,0,0
Paulo Gazzaniga,0,0,0
Iván Martín,0,0,0
Matas,0,0,0
Eric Monjonell,0,0,0
Álex Sala,0,0,0
Pau Vict,0,0,0
