Player,Matchs,Goals,Assists
Sergio Akieme,10,0,0
Srđan Babić,10,1,0
Rodrigo Ely,10,0,0
Fernando,10,0,0
Lucas Robertone,10,1,1
Largie Ramazani,10,2,0
Samu Costa,9,0,0
Íñigo Eguaras,7,0,1
César ,5,0,0
Houboulang Mendes,5,0,1
Alejandro Po,7,0,1
Kaiky,6,0,0
Léo Baptistão,7,1,0
El Bil,5,3,0
Adri Embarba,6,1,2
Umar Sadiq,3,2,0
Gonzalo Melero,4,0,2
Dyego Sousa,7,0,0
Juan Brandáriz,5,0,0
Lázaro,4,0,0
Arnau Puigmal,5,0,0
Francisco Portillo,8,0,0
Curro,2,0,0
José Carl,1,0,0
Marko Milovanović,2,0,0
Álex Centelles,0,0,0
Arvin Appiahe,0,0,0
Diego Fuoli,0,0,0
Gui Guedes,0,0,0
Fernando Pacheco,0,0,0
Carlos Rojas,0,0,0
Martin Šviderský,0,0,0
