Player,Matchs,Goals,Assists
Édgar Badía,12,0,0
Pedro Bigas,11,0,0
Omar Mascarell,10,0,0
Gerard Gumbau,11,0,3
Helibelton Palacios,9,0,0
Carlos Clerc,8,0,1
Enzo Roco,9,0,0
Tete Morente,10,0,0
Lucas Boyé,10,1,2
Raúl Guti,9,0,0
Pere Milla,11,3,0
Álex Collado,6,1,0
Roger Martí,7,0,1
Gonzalo Verdú,6,1,0
Pol Lirola,6,0,0
Ezequiel Ponce,11,2,0
Johan Mojica,3,0,0
Josan,10,0,0
Nicolás Ezequi,6,0,0
Domingos Quina,9,0,0
Fidel,4,0,0
John Donald,3,0,0
Diego González,4,0,0
Federico Fernández,1,0,0
Alejandro Alfaro,1,0,0
Javier Pastore,1,0,0
Jesús López,0,0,0
Axel Werner,0,0,0
