Player,Matchs,Goals,Assists
Raúl Albiol,7,0,0
Gerónimo Rulli,7,0,0
Pau Torres,7,0,0
Daniel Parejo,7,0,0
Alfonso Pedraza,7,0,1
Étienne Capoue,7,0,0
Nicolas Jackson,7,1,1
Giovani ,6,1,0
Gerard Moreno,5,2,0
Yeremi Pino,6,1,1
Kiko Femenía,5,0,0
Francis Coquelin,7,1,0
Juan Foyth,3,0,0
Alex Baena,7,3,0
Samuel Chukwueze,7,0,1
José Lu,7,1,0
Arnaut Groeneveld,2,0,0
Johan Mojica,2,0,0
Aïssa Mandi,2,0,0
Iker Álvarez,0,0,0
Jorge Cuenca,0,0,0
Pervis Estupiñán,0,0,0
Filip Jörgensen,0,0,0
Manu Morlanes,0,0,0
Pepe Reina,0,0,0
Manu Trigueros,0,0,0
