Player,Matchs,Goals,Assists
Vinicius Júnior,7,5,1
David Alaba,7,1,3
Thibaut Courtois,6,0,0
Aurélien Tchouaméni,6,0,2
Ferland Mendy,6,0,0
Federico Valverde,7,3,1
Karim Benzema,5,3,1
Toni Kroos,6,0,1
Antonio Rüdiger,7,1,0
Éder Militão,5,0,0
Rodrygo,5,3,2
Luka Modrić,6,1,1
Dani Carvajal,6,0,1
Eduardo Camavinga,7,0,0
Lucas Vázquez,4,1,0
Dani Ceballos,7,0,1
Nacho,2,0,0
Eden Hazard,3,0,0
Andriy Lunin,1,0,0
Marco Asensio,3,0,0
Casemiro,1,0,0
Mariano,1,0,0
Lucas Cañizars,0,0,0
Luis López,0,0,0
Álvaro Odriozola,0,0,0
Diego Piñeiro,0,0,0
Jesús Vallejo,0,0,0
