Player,Matchs,Goals,Assists
Édgar Badía,9,0,0
Pedro Bigas,8,0,0
Gerard Gumbau,8,0,2
Omar Mascarell,7,0,0
Helibelton Palacios,7,0,0
Enzo Roco,7,0,0
Tete Morente,7,0,0
Carlos Clerc,5,0,1
Raúl Guti,7,0,0
Roger Martí,6,0,1
Álex Collado,5,1,0
Ezequiel Ponce,9,2,0
Lucas Boyé,7,1,1
Pol Lirola,5,0,0
Pere Milla,8,2,0
Johan Mojica,3,0,0
Domingos Quina,8,0,0
Josan,7,0,0
John Donald,3,0,0
Fidel,3,0,0
Gonzalo Verdú,3,0,0
Nicolás Ezequi,4,0,0
Diego González,4,0,0
Federico Fernández,1,0,0
Alejandro Alfaro,1,0,0
Javier Pastore,1,0,0
Jesús López,0,0,0
Axel Werner,0,0,0
