Player,Matchs,Goals,Assists
Domingos Duarte,9,0,2
David Soria,9,0,0
Enes Ünal,9,2,1
Borja Mayoral,9,1,0
Carles Aleñá,9,1,0
Djené,7,0,0
Iglesias,8,1,0
Stefan Mitrović,8,0,0
Mauro Arambarri,6,0,1
Fabrizio Angileri,6,0,0
Damián Suárez,5,1,0
Nemanja Maksimović,7,0,0
Gastón Álvarez,5,2,0
Ángel Algobia,4,0,0
Jaime Seoane,8,0,0
Portu,7,0,0
Luis Milla,3,0,0
Munir ,5,0,0
Jaime Mata,5,0,0
Latasa,3,0,0
Moises Par,1,0,0
Jordan Amavi,1,0,0
Alejandro Revuel,1,0,0
Omar Alderete,0,0,0
Vicente Bellmunt,0,0,0
Kiko Casilla,0,0,0
Diego Conde,0,0,0
John Joe,0,0,0
Gorka Rive,0,0,0
Alex Rodríguez,0,0,0
