Player,Matchs,Goals,Assists
Marc-André t,9,0,0
Robert Lewandowski,9,9,3
Alejandro Balde,8,0,3
Gavi Paez,9,0,0
Pedri,9,2,0
Sergio Busquets,7,0,0
Ousmane Dembélé,9,2,2
Ronald Araújo,6,0,0
Raphinha,9,1,1
Eric García,7,1,0
Frenkie ,8,1,0
Jules Koundé,4,0,2
Jordi Alba,6,0,0
Ferrán Torres,8,1,0
Gerard Piqué,3,0,0
Andreas Christensen,3,0,0
Franck Kessié,6,0,0
Memphis Depay,2,1,0
Ansu Fati,9,2,3
Sergi Roberto,7,1,0
Héctor Bellerín,2,0,0
Marcos Alonso,2,0,0
Pierre-Emerick Aubameyang,1,0,0
Marc Casado,0,0,0
Iñaki Pe,0,0,0
Miralem Pjanić,0,0,0
Chadi Riad,0,0,0
Arnau Tenas,0,0,0
Pablo Torre,0,0,0
