Player,Matchs,Goals,Assists
Domingos Duarte,7,0,2
David Soria,7,0,0
Enes Ünal,7,2,1
Borja Mayoral,7,1,0
Carles Aleñá,7,1,0
Iglesias,7,1,0
Mauro Arambarri,6,0,1
Djené,5,0,0
Stefan Mitrović,6,0,0
Gastón Álvarez,5,2,0
Nemanja Maksimović,6,0,0
Fabrizio Angileri,4,0,0
Damián Suárez,3,1,0
Jaime Seoane,7,0,0
Portu,5,0,0
Ángel Algobia,2,0,0
Munir ,4,0,0
Jaime Mata,4,0,0
Luis Milla,1,0,0
Latasa,2,0,0
Moises Par,1,0,0
Alejandro Revuel,1,0,0
Omar Alderete,0,0,0
Jordan Amavi,0,0,0
Vicente Bellmunt,0,0,0
Kiko Casilla,0,0,0
Diego Conde,0,0,0
John Joe,0,0,0
Gorka Rive,0,0,0
Alex Rodríguez,0,0,0
