Player,Matchs,Goals,Assists
Karim Benzema,4,3,1
Thibaut Courtois,4,0,0
Vinicius Júnior,4,3,1
Aurélien Tchouaméni,4,0,1
David Alaba,4,1,2
Éder Militão,3,0,0
Federico Valverde,4,1,1
Luka Modrić,4,1,1
Ferland Mendy,3,0,0
Eduardo Camavinga,4,0,0
Antonio Rüdiger,4,0,0
Lucas Vázquez,3,1,0
Toni Kroos,3,0,0
Dani Carvajal,3,0,0
Rodrygo,2,1,1
Nacho,1,0,0
Dani Ceballos,4,0,0
Eden Hazard,2,0,0
Marco Asensio,1,0,0
Casemiro,1,0,0
Luis López,0,0,0
Andriy Lunin,0,0,0
Mariano,0,0,0
Álvaro Odriozola,0,0,0
Jesús Vallejo,0,0,0
