Team,Player,Position,On_start,Points_Average,Last_5_games_points,J_Actual,J_1,J_2,J_3,J_4,Avg_last_5_games,Value,Squad_Average_Points,J_Actual_Squad_Points,J_1_Squad_Points,J_2_Squad_Points,J_3_Squad_Points,J_4_Squad_Points,Squad_Avg_last_5_Games,Value_Squad,vs,Vs_Team,Vs_Squad_Average_Points,J_Actual_Vs_Squad_Points,J_1_Vs_Squad_Points,J_2_Vs_Squad_Points,J_3_Vs_Squad_Points,J_4_Vs_Squad_Points,Vs_Squad_Avg_last_5_Games,Vs_Value_Squad,Team_clas,Vs_Team_clas,Target
Barcelona,Sergio Busquets,MD,50,3.0,"['3', '-', 0, 0, 0]",3,0,0,0,0,0.6,9140000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,3.0
Barcelona,Pjanic,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,1190000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,0.0
Barcelona,Álvaro Sanz,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,220000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,0.0
Barcelona,Lewandowski,DL,100,11.5,"['6', '17', 0, 0, 0]",6,17,0,0,0,4.6,33080000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,6.0
Barcelona,Ansu Fati,DL,0,10.0,"['4', '16', 0, 0, 0]",4,16,0,0,0,4.0,16610000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,4.0
Barcelona,Dembélé,DL,100,7.5,"['7', '8', 0, 0, 0]",7,8,0,0,0,3.0,19300000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,7.0
Barcelona,Raphinha,DL,50,5.0,"['6', '4', 0, 0, 0]",6,4,0,0,0,2.0,19110000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,6.0
Barcelona,Aubameyang,DL,0,3.0,"['3', '-', 0, 0, 0]",3,0,0,0,0,0.6,10990000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,3.0
Getafe,Diego Conde,PT,0,0.0,"['0', '4', 0, 0, 0]",0,4,0,0,0,0.8,240000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,0.0
Getafe,Kiko Casilla,PT,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,270000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,0.0
Getafe,David Soria,PT,100,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,3360000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,0.0
Getafe,Juan Iglesias,DF,100,4.5,"['5', '3', 0, 0, 0]",5,3,0,0,0,1.6,900000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,5.0
Getafe,Domingos Duarte,DF,100,2.0,"['4', '-1', 0, 0, 0]",4,-1,0,0,0,0.6,2170000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,4.0
Getafe,Djené,DF,100,1.0,"['1', '0', 0, 0, 0]",1,0,0,0,0,0.2,2520000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,1.0
Getafe,Kofi,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,550000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,0.0
Getafe,Omar Alderete,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,1790000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,0.0
Getafe,Damián Suárez,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,2510000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,0.0
Getafe,Gastón Álvarez,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,590000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,0.0
Getafe,Mitrovic,DF,100,-0.5,"['-1', '0', 0, 0, 0]",-1,0,0,0,0,-0.2,1280000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,-1.0
Getafe,Angileri,DF,100,-1.0,"['1', '-3', 0, 0, 0]",1,-3,0,0,0,-0.4,1950000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,1.0
Getafe,Mauro Arambarri,MD,100,5.0,"['6', '4', 0, 0, 0]",6,4,0,0,0,2.0,5130000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,6.0
Getafe,Maksimovic,MD,100,2.0,"['2', '2', 0, 0, 0]",2,2,0,0,0,0.8,3850000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,2.0
Getafe,Jaime Seoane,MD,0,2.0,"['2', '2', 0, 0, 0]",2,2,0,0,0,0.8,2160000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,2.0
Getafe,Moi Parra,MD,0,0.0,"['3', '-', 0, 0, 0]",3,0,0,0,0,0.6,300000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,3.0
Getafe,Aleñá,MD,100,0.5,"['0', '1', 0, 0, 0]",0,1,0,0,0,0.2,1460000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,0.0
Getafe,Luis Milla,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,5960000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,0.0
Getafe,Enes Ünal,DL,100,7.5,"['4', '11', 0, 0, 0]",4,11,0,0,0,3.0,11440000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,4.0
Getafe,Portu,DL,0,1.5,"['3', '2', 0, 0, 0]",3,2,0,0,0,1.0,5970000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,3.0
Getafe,Jaime Mata,DL,0,2.0,"['2', '-', 0, 0, 0]",2,0,0,0,0,0.4,520000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,-1.0
Getafe,Borja Mayoral,DL,100,-0.5,"['-1', '1', 0, 0, 0]",-1,1,0,0,0,0.0,6460000,26.0,31,26,0,0,0,11.4,61380000,Villarreal,Villarreal,91.5,94,84,0,0,0,35.6,112220000,20,1,2.0
Real Madrid,Courtois,PT,100,4.5,"['7', '2', 0, 0, 0]",7,2,0,0,0,1.8,8090000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,7.0
Real Madrid,Lunin,PT,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,470000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,0.0
Real Madrid,Alaba,DF,50,9.5,"['14', '5', 0, 0, 0]",14,5,0,0,0,3.8,9860000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,14.0
Real Madrid,Lucas Vázquez,DF,50,8.0,"['14', '2', 0, 0, 0]",14,2,0,0,0,3.2,4310000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,14.0
Real Madrid,Ferland Mendy,DF,100,3.5,"['2', '5', 0, 0, 0]",2,5,0,0,0,1.4,5910000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,2.0
Real Madrid,Rüdiger,DF,50,3.0,"['4', '2', 0, 0, 0]",4,2,0,0,0,1.2,10750000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,4.0
Real Madrid,Nacho Fernández,DF,50,4.0,"['4', '-', 0, 0, 0]",4,0,0,0,0,0.8,1820000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,4.0
Real Madrid,Carvajal,DF,50,3.0,"['-', '3', 0, 0, 0]",0,3,0,0,0,0.6,5960000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,0.0
Real Madrid,Éder Militão,DF,50,2.0,"['-', '2', 0, 0, 0]",0,2,0,0,0,0.4,8180000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,0.0
Real Madrid,Odriozola,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,600000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,0.0
Real Madrid,Jesús Vallejo,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,620000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,0.0
Real Madrid,Modric,MD,50,10.0,"['4', '16', 0, 0, 0]",4,16,0,0,0,4.0,13610000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,4.0
Real Madrid,Fede Valverde,MD,100,10.0,"['8', '12', 0, 0, 0]",8,12,0,0,0,4.0,11820000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,8.0
Real Madrid,Tchouaméni,MD,100,6.0,"['4', '8', 0, 0, 0]",4,8,0,0,0,2.4,7610000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,4.0
Real Madrid,Camavinga,MD,100,4.5,"['9', '-', 0, 0, 0]",9,0,0,0,0,1.8,7420000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,9.0
Real Madrid,Kroos,MD,50,9.0,"['4', '5', 0, 0, 0]",4,5,0,0,0,1.8,15160000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,4.0
Real Madrid,Dani Ceballos,MD,0,3.0,"['3', '3', 0, 0, 0]",3,3,0,0,0,1.2,2480000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,3.0
Real Madrid,Vinícius Júnior,DL,100,10.5,"['7', '14', 0, 0, 0]",7,14,0,0,0,4.2,26110000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,7.0
Real Madrid,Benzema,DL,100,5.0,"['3', '7', 0, 0, 0]",3,7,0,0,0,2.0,28410000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,3.0
Real Madrid,Asensio,DL,0,3.0,"['-', '3', 0, 0, 0]",0,3,0,0,0,0.6,4240000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,0.0
Real Madrid,Eden Hazard,DL,0,0.5,"['4', '-3', 0, 0, 0]",4,-3,0,0,0,0.2,6480000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,4.0
Real Madrid,Mariano Díaz,DL,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,1430000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,0.0
Real Madrid,Peter González,DL,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,650000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,0.0
Real Madrid,Latasa,DL,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,740000,99.0,91,86,0,0,0,35.4,182730000,Espanyol,Espanyol,47.5,47,38,0,0,0,17.0,38170000,2,15,0.0
Rayo,Dimitrievski,PT,100,8.5,"['11', '6', 0, 0, 0]",11,6,0,0,0,3.4,3640000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,11.0
Rayo,Miguel Morro,PT,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,180000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,0.0
Rayo,Diego López,PT,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,2620000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,0.0
Rayo,Catena,DF,100,5.5,"['6', '5', 0, 0, 0]",6,5,0,0,0,2.2,4210000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,6.0
Rayo,Fran García,DF,100,4.0,"['5', '3', 0, 0, 0]",5,3,0,0,0,1.6,3600000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,5.0
Rayo,Balliu,DF,100,4.0,"['2', '6', 0, 0, 0]",2,6,0,0,0,1.6,1980000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,2.0
Rayo,Mario Suárez,DF,0,2.0,"['-', '2', 0, 0, 0]",0,2,0,0,0,0.4,480000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,0.0
Rayo,Mario Hernández,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,410000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,0.0
Rayo,Saveljich,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,790000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,0.0
Rayo,Lejeune,DF,100,-0.5,"['5', '-6', 0, 0, 0]",5,-6,0,0,0,-0.2,2320000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,5.0
Rayo,Pathé Ciss,MD,100,9.5,"['7', '12', 0, 0, 0]",7,12,0,0,0,3.8,2190000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,7.0
Rayo,Isi Palazón,MD,100,8.0,"['7', '9', 0, 0, 0]",7,9,0,0,0,3.2,4150000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,7.0
Rayo,Álvaro García,MD,100,4.5,"['3', '6', 0, 0, 0]",3,6,0,0,0,1.8,7430000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,3.0
Rayo,Unai López,MD,100,3.5,"['2', '5', 0, 0, 0]",2,5,0,0,0,1.4,930000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,2.0
Rayo,Óscar Valentín,MD,0,3.0,"['4', '2', 0, 0, 0]",4,2,0,0,0,1.2,2430000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,4.0
Rayo,Salvi,MD,0,3.0,"['2', '4', 0, 0, 0]",2,4,0,0,0,1.2,600000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,2.0
Rayo,Trejo,MD,100,2.0,"['2', '2', 0, 0, 0]",2,2,0,0,0,0.8,6360000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,2.0
Rayo,Pozo,MD,0,4.0,"['4', '-', 0, 0, 0]",4,0,0,0,0,0.8,630000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,4.0
Rayo,Comesaña,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,2890000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,0.0
Rayo,Álvaro Aguirre,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,210000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,0.0
Rayo,Bebé,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,1160000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,0.0
Rayo,Randy Nteka,DL,0,4.0,"['2', '2', 0, 0, 0]",2,2,0,0,0,0.8,1400000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,0.0
Rayo,Sergio Camello,DL,100,2.0,"['-', '4', 0, 0, 0]",0,4,0,0,0,0.8,2380000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,2.0
Rayo,Falcao,DL,0,1.5,"['2', '1', 0, 0, 0]",2,1,0,0,0,0.6,4450000,68.5,64,63,0,0,0,25.400000000000002,57440000,Mallorca,Mallorca,50.0,60,40,0,0,0,20.0,32310000,6,14,2.0
Mallorca,Rajkovic,PT,100,6.0,"['11', '1', 0, 0, 0]",11,1,0,0,0,2.4,4000000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,11.0
Mallorca,Greif,PT,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,240000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,0.0
Mallorca,Leo Román,PT,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,1040000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,0.0
Mallorca,Martin Valjent,DF,100,5.5,"['8', '3', 0, 0, 0]",8,3,0,0,0,2.2,1870000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,8.0
Mallorca,Maffeo,DF,100,4.5,"['5', '4', 0, 0, 0]",5,4,0,0,0,1.8,3350000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,5.0
Mallorca,Copete,DF,100,4.5,"['7', '2', 0, 0, 0]",7,2,0,0,0,1.8,2520000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,7.0
Mallorca,Raíllo,DF,100,4.0,"['5', '3', 0, 0, 0]",5,3,0,0,0,1.6,2800000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,5.0
Mallorca,Jaume Costa,DF,100,4.0,"['3', '5', 0, 0, 0]",3,5,0,0,0,1.6,1970000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,3.0
Mallorca,Braian Cufré,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,410000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,0.0
Mallorca,Josep Gayá,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,230000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,0.0
Mallorca,Giovanni González,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,350000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,0.0
Mallorca,Franco Russo,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,420000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,0.0
Mallorca,Kang-In Lee,MD,100,7.5,"['4', '11', 0, 0, 0]",4,11,0,0,0,3.0,1780000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,4.0
Mallorca,Grenier,MD,100,4.0,"['4', '4', 0, 0, 0]",4,4,0,0,0,1.6,2200000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,4.0
Mallorca,Idrissu Baba,MD,0,3.0,"['2', '4', 0, 0, 0]",2,4,0,0,0,1.2,2080000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,2.0
Mallorca,Lago Júnior,MD,0,2.0,"['4', '0', 0, 0, 0]",4,0,0,0,0,0.8,390000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,2.0
Mallorca,Dani Rodríguez,MD,100,2.0,"['2', '2', 0, 0, 0]",2,2,0,0,0,0.8,3460000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,4.0
Mallorca,Antonio Sánchez,MD,0,1.5,"['4', '-1', 0, 0, 0]",4,-1,0,0,0,0.6,500000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,1.0
Mallorca,Rodrigo Battaglia,MD,100,1.5,"['1', '2', 0, 0, 0]",1,2,0,0,0,0.6,1240000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,4.0
Mallorca,Mboula,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,270000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,
Mallorca,Ruiz de Galarreta,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,670000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,0.0
Mallorca,Amath Ndiaye,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,310000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,0.0
Mallorca,Javi Llabres,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,210000,50.0,60,40,0,0,0,20.0,32310000,Rayo,Rayo,68.5,64,63,0,0,0,25.400000000000002,57440000,14,6,0.0
Betis,Rui Silva,PT,100,8.0,"['7', '9', 0, 0, 0]",7,9,0,0,0,3.2,2730000,51.0,68,36,0,0,0,20.8,53780000,Osasuna,Osasuna,76.0,63,81,0,0,0,28.8,57930000,3,4,7.0
Betis,Dani Martín,PT,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,230000,51.0,68,36,0,0,0,20.8,53780000,Osasuna,Osasuna,76.0,63,81,0,0,0,28.8,57930000,3,4,0.0
Betis,Claudio Bravo,PT,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,1230000,51.0,68,36,0,0,0,20.8,53780000,Osasuna,Osasuna,76.0,63,81,0,0,0,28.8,57930000,3,4,0.0
Betis,Pezzella,DF,100,7.5,"['10', '5', 0, 0, 0]",10,5,0,0,0,3.0,2770000,51.0,68,36,0,0,0,20.8,53780000,Osasuna,Osasuna,76.0,63,81,0,0,0,28.8,57930000,3,4,10.0
Betis,Édgar González,DF,100,5.0,"['6', '4', 0, 0, 0]",6,4,0,0,0,2.0,1840000,51.0,68,36,0,0,0,20.8,53780000,Osasuna,Osasuna,76.0,63,81,0,0,0,28.8,57930000,3,4,6.0
Betis,Álex Moreno,DF,100,3.0,"['4', '2', 0, 0, 0]",4,2,0,0,0,1.2,5790000,51.0,68,36,0,0,0,20.8,53780000,Osasuna,Osasuna,76.0,63,81,0,0,0,28.8,57930000,3,4,4.0
Betis,Fran Delgado,DF,0,0.0,"['2', '-', 0, 0, 0]",2,0,0,0,0,0.4,290000,51.0,68,36,0,0,0,20.8,53780000,Osasuna,Osasuna,76.0,63,81,0,0,0,28.8,57930000,3,4,2.0
Betis,Sabaly,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,2330000,51.0,68,36,0,0,0,20.8,53780000,Osasuna,Osasuna,76.0,63,81,0,0,0,28.8,57930000,3,4,0.0
Betis,Martín Montoya,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,280000,51.0,68,36,0,0,0,20.8,53780000,Osasuna,Osasuna,76.0,63,81,0,0,0,28.8,57930000,3,4,0.0
Betis,Víctor Ruiz,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,440000,51.0,68,36,0,0,0,20.8,53780000,Osasuna,Osasuna,76.0,63,81,0,0,0,28.8,57930000,3,4,0.0
Betis,Juan Miranda,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,680000,51.0,68,36,0,0,0,20.8,53780000,Osasuna,Osasuna,76.0,63,81,0,0,0,28.8,57930000,3,4,0.0
