Player,Matchs,Goals,Assists
Édgar Badía,8,0,0
Pedro Bigas,7,0,0
Gerard Gumbau,8,0,2
Omar Mascarell,6,0,0
Helibelton Palacios,6,0,0
Roger Martí,6,0,1
Enzo Roco,6,0,0
Tete Morente,6,0,0
Ezequiel Ponce,8,2,0
Lucas Boyé,7,1,1
Carlos Clerc,4,0,0
Raúl Guti,6,0,0
Pol Lirola,5,0,0
Álex Collado,4,1,0
Johan Mojica,3,0,0
Pere Milla,7,0,0
Domingos Quina,7,0,0
John Donald,3,0,0
Fidel,3,0,0
Gonzalo Verdú,2,0,0
Nicolás Ezequi,3,0,0
Josan,6,0,0
Diego González,3,0,0
Federico Fernández,1,0,0
Alejandro Alfaro,1,0,0
Javier Pastore,1,0,0
Jesús López,0,0,0
Axel Werner,0,0,0
