Player,Matchs,Goals,Assists
Kike Pérez,7,0,1
Joaquín Fernández,7,0,0
Javi Sánchez,6,0,0
Roque Mesa,7,0,1
Sergio Asenjo,5,0,0
Álvaro Aguado,6,0,0
Sergio Escudero,5,0,0
Luis Pérez,5,0,0
Monchu,6,1,0
Gonzalo Plata,5,0,0
Sergi Guardiola,5,0,0
Óscar Plano,7,1,0
Iván Sánchez,6,0,0
Anuar,3,1,0
Iván Fresneda,3,0,0
Lucas Olaza,4,0,0
Sergio León,6,2,1
Jordi Masip,2,0,0
Jawad ,3,0,0
Shon Weissman,4,1,0
Toni Villa,2,0,0
Zouhair Feddal,1,0,0
Sékou Gassama,1,0,0
Juanjo Narváez,2,0,0
Roberto Arroyo,1,0,0
Kenedy,1,0,0
Mickael Malsa,2,0,0
Álvaro Aceves,0,0,0
Lucas Olivei,0,0,0
David Torres,0,0,0
