Player,Matchs,Goals,Assists
Marc-André t,8,0,0
Robert Lewandowski,8,9,2
Gavi Paez,8,0,0
Alejandro Balde,7,0,3
Sergio Busquets,6,0,0
Pedri,8,2,0
Ronald Araújo,6,0,0
Ousmane Dembélé,8,2,2
Raphinha,8,1,1
Eric García,6,1,0
Frenkie ,7,1,0
Jordi Alba,5,0,0
Jules Koundé,3,0,2
Gerard Piqué,3,0,0
Ferrán Torres,7,0,0
Andreas Christensen,3,0,0
Franck Kessié,5,0,0
Memphis Depay,2,1,0
Ansu Fati,8,2,3
Héctor Bellerín,2,0,0
Marcos Alonso,2,0,0
Sergi Roberto,6,1,0
Pierre-Emerick Aubameyang,1,0,0
Marc Casado,0,0,0
Iñaki Pe,0,0,0
Miralem Pjanić,0,0,0
Chadi Riad,0,0,0
Arnau Tenas,0,0,0
Pablo Torre,0,0,0
