Player,Matchs,Goals,Assists
Domingos Duarte,5,0,0
David Soria,5,0,0
Enes Ünal,5,2,1
Borja Mayoral,5,0,0
Carles Aleñá,5,1,0
Iglesias,5,0,0
Mauro Arambarri,4,0,0
Fabrizio Angileri,4,0,0
Djené,4,0,0
Stefan Mitrović,4,0,0
Nemanja Maksimović,5,0,0
Gastón Álvarez,3,1,0
Jaime Seoane,5,0,0
Portu,5,0,0
Damián Suárez,1,0,0
Ángel Algobia,1,0,0
Munir ,2,0,0
Jaime Mata,3,0,0
Moises Par,1,0,0
Latasa,1,0,0
Jordan Amavi,0,0,0
Vicente Bellmunt,0,0,0
Kiko Casilla,0,0,0
Diego Conde,0,0,0
John Joe,0,0,0
Alejandro Revuel,0,0,0
Gorka Rive,0,0,0
Alex Rodríguez,0,0,0
