Player,Matchs,Goals,Assists
Joaquín Fernández,6,0,0
Kike Pérez,6,0,0
Sergio Asenjo,5,0,0
Javi Sánchez,5,0,0
Roque Mesa,6,0,1
Luis Pérez,5,0,0
Monchu,6,1,0
Álvaro Aguado,5,0,0
Sergio Escudero,4,0,0
Sergi Guardiola,5,0,0
Iván Sánchez,5,0,0
Gonzalo Plata,4,0,0
Anuar,3,1,0
Óscar Plano,6,0,0
Lucas Olaza,4,0,0
Jawad ,2,0,0
Shon Weissman,3,1,0
Iván Fresneda,2,0,0
Sergio León,5,0,1
Toni Villa,2,0,0
Jordi Masip,1,0,0
Sékou Gassama,1,0,0
Juanjo Narváez,2,0,0
Roberto Arroyo,1,0,0
Kenedy,1,0,0
Mickael Malsa,1,0,0
Álvaro Aceves,0,0,0
Zouhair Feddal,0,0,0
David Torres,0,0,0
