Player,Matchs,Goals,Assists
Raúl Albiol,5,0,0
Gerónimo Rulli,5,0,0
Pau Torres,5,0,0
Alfonso Pedraza,5,0,1
Daniel Parejo,5,0,0
Étienne Capoue,5,0,0
Gerard Moreno,5,2,0
Yeremi Pino,5,1,1
Nicolas Jackson,5,1,1
Giovani ,4,1,0
Juan Foyth,3,0,0
Kiko Femenía,3,0,0
José Lu,5,1,0
Francis Coquelin,5,1,0
Samuel Chukwueze,5,0,1
Alex Baena,5,2,0
Johan Mojica,1,0,0
Aïssa Mandi,2,0,0
Iker Álvarez,0,0,0
Jorge Cuenca,0,0,0
Pervis Estupiñán,0,0,0
Filip Jörgensen,0,0,0
Manu Morlanes,0,0,0
Pepe Reina,0,0,0
Manu Trigueros,0,0,0
