Player,Matchs,Goals,Assists
Luis Pérez,5,0,0
Joaquín Fernández,5,0,0
Kike Pérez,5,0,0
Sergio Asenjo,4,0,0
Javi Sánchez,4,0,0
Roque Mesa,5,0,1
Álvaro Aguado,5,0,0
Sergio Escudero,4,0,0
Sergi Guardiola,4,0,0
Monchu,5,1,0
Iván Sánchez,4,0,0
Anuar,3,1,0
Gonzalo Plata,3,0,0
Jawad ,2,0,0
Óscar Plano,5,0,0
Lucas Olaza,3,0,0
Sergio León,4,0,1
Toni Villa,2,0,0
Jordi Masip,1,0,0
Shon Weissman,2,1,0
Iván Fresneda,1,0,0
Sékou Gassama,1,0,0
Roberto Arroyo,1,0,0
Kenedy,1,0,0
Juanjo Narváez,1,0,0
Álvaro Aceves,0,0,0
Zouhair Feddal,0,0,0
Mickael Malsa,0,0,0
David Torres,0,0,0
