Player,Matchs,Goals,Assists
Gerónimo Rulli,12,0,0
Pau Torres,12,0,0
Daniel Parejo,12,0,2
Raúl Albiol,11,0,0
Alfonso Pedraza,10,0,1
Nicolas Jackson,12,2,2
Étienne Capoue,8,0,0
Yeremi Pino,11,1,1
Giovani ,8,1,0
Kiko Femenía,9,0,0
Francis Coquelin,10,1,0
Gerard Moreno,5,2,0
Alex Baena,11,4,0
Arnaut Groeneveld,7,2,0
José Lu,12,1,0
Samuel Chukwueze,11,0,1
Aïssa Mandi,7,0,0
Juan Foyth,3,0,0
Alberto Moreno,4,0,0
Manu Morlanes,2,0,0
Johan Mojica,4,0,0
Manu Trigueros,4,0,0
Jorge Cuenca,1,0,0
Alberto D,1,0,0
Iker Álvarez,0,0,0
Carlo,0,0,0
Pervis Estupiñán,0,0,0
Filip Jörgensen,0,0,0
Pepe Reina,0,0,0
