Player,Matchs,Goals,Assists
Santiago Bueno,10,0,1
Juan Carlos,10,0,0
Aleix García,10,0,2
Valentín Castellanos,10,2,0
Miguel Gutiérrez,10,0,2
Rodrigo Riquelme,9,3,0
Oriol Romeu,7,1,0
Juanpe,7,0,0
Arnau Martinez,8,2,0
Bernardo Espinosa,7,0,1
Yangel Herrera,7,0,1
David López,4,0,0
Yan Couto,8,0,0
Cristhian Stuani,6,3,0
Reinier,5,1,0
Javi,6,0,0
Samuel Sáiz,6,1,0
Manu Vallejo,6,0,1
Valery,5,0,1
Ramón Terrats,4,0,0
Oscar Ureña,3,0,0
Toni Villa,6,0,0
Casals,2,0,0
Ricard Artero,0,0,0
Toni Fuidias,0,0,0
Paulo Gazzaniga,0,0,0
Iván Martín,0,0,0
Matas,0,0,0
Eric Monjonell,0,0,0
Álex Sala,0,0,0
Pau Vict,0,0,0
