Player,Matchs,Goals,Assists
Vinicius Júnior,12,6,3
David Alaba,12,1,3
Federico Valverde,12,6,2
Dani Carvajal,11,0,1
Toni Kroos,10,0,1
Luka Modrić,11,2,2
Aurélien Tchouaméni,10,0,2
Ferland Mendy,9,0,1
Rodrygo,10,4,4
Éder Militão,10,1,0
Thibaut Courtois,8,0,0
Antonio Rüdiger,12,1,0
Karim Benzema,7,5,1
Eduardo Camavinga,12,0,0
Andriy Lunin,4,0,0
Lucas Vázquez,6,2,0
Dani Ceballos,7,0,1
Nacho,5,0,0
Eden Hazard,3,0,0
Marco Asensio,8,1,1
Mariano,3,0,0
Casemiro,1,0,0
Lucas Cañizars,0,0,0
Luis López,0,0,0
Álvaro Muñoz,0,0,0
Álvaro Odriozola,0,0,0
Diego Piñeiro,0,0,0
Jesús Vallejo,0,0,0
