Player,Matchs,Goals,Assists
Thibaut Courtois,5,0,0
Vinicius Júnior,5,4,1
David Alaba,5,1,2
Karim Benzema,4,3,1
Federico Valverde,5,2,1
Aurélien Tchouaméni,4,0,1
Ferland Mendy,4,0,0
Antonio Rüdiger,5,1,0
Luka Modrić,5,1,1
Éder Militão,3,0,0
Toni Kroos,4,0,1
Lucas Vázquez,4,1,0
Eduardo Camavinga,5,0,0
Rodrygo,3,2,2
Dani Carvajal,4,0,1
Nacho,2,0,0
Dani Ceballos,5,0,1
Eden Hazard,3,0,0
Marco Asensio,1,0,0
Casemiro,1,0,0
Luis López,0,0,0
Andriy Lunin,0,0,0
Mariano,0,0,0
Álvaro Odriozola,0,0,0
Jesús Vallejo,0,0,0
