Player,Matchs,Goals,Assists
Leandro Cabrera,5,0,0
Sergi Darder,5,0,0
Joselu,5,3,0
Brian Oliván,5,0,0
Óscar Gil,5,0,0
Vinicius Souza,5,0,0
Edu Expósito,5,1,0
Fernando Calero,4,0,0
Benjamin Lecomte,3,0,0
Javi Puado,4,0,0
Rubén,4,0,0
Sergi Gómez,3,0,0
Álvaro Fernández,2,0,0
Martin Braithwaite,2,2,0
Nico Ribaudo,4,0,0
Keidi Bare,3,0,0
Dani Gómez,3,0,0
Adri Embarba,1,0,0
Wassim Boullif,1,0,0
Luca Koleosho,2,0,0
Omar ,2,0,0
José Carl,1,0,0
Nabil Touaizi,1,0,0
Fortuño,0,0,0
Joan García,0,0,0
Pol Lozano,0,0,0
Daniel Villahermosa,0,0,0
