Player,Matchs,Goals,Assists
Luis Pérez,4,0,0
Sergio Escudero,4,0,0
Álvaro Aguado,4,0,0
Joaquín Fernández,4,0,0
Kike Pérez,4,0,0
Sergio Asenjo,3,0,0
Javi Sánchez,3,0,0
Roque Mesa,4,0,0
Iván Sánchez,4,0,0
Sergi Guardiola,3,0,0
Monchu,4,0,0
Anuar,2,1,0
Jawad ,2,0,0
Óscar Plano,4,0,0
Sergio León,4,0,1
Toni Villa,2,0,0
Jordi Masip,1,0,0
Gonzalo Plata,2,0,0
Lucas Olaza,2,0,0
Sékou Gassama,1,0,0
Shon Weissman,1,1,0
Roberto Arroyo,1,0,0
Juanjo Narváez,1,0,0
Álvaro Aceves,0,0,0
Zouhair Feddal,0,0,0
Iván Fresneda,0,0,0
Mickael Malsa,0,0,0
David Torres,0,0,0
