Player,Matchs,Goals,Assists
Yassine Bounou,10,0,0
Nemanja Gudelj,10,1,0
Óliver Torres,10,3,0
Isco,11,0,2
Érik Lamela,11,3,0
Joan Jordán,8,0,0
Tanguy Nianzou,9,0,0
Gonzalo Montiel,7,0,1
Alex Telles,11,0,1
Marcos Acuña,9,0,0
Fernando,6,0,0
Papu Gómez,11,0,1
Jesús Navas,9,0,0
Rafa Mir,7,1,0
Carmona,9,2,1
Ivan Rakitić,9,0,0
Marcão,4,0,0
Karim Rekik,5,1,0
Enrique Valiente,4,0,1
Youssef En-Nesyri,8,0,0
Thomas Delaney,7,0,0
Marko Dmitrović,3,0,0
Kasper Dolberg,3,0,1
Lucas Ocampos,3,0,0
Jesús Corona,1,0,0
Adnan Januzaj,1,0,0
Suso,4,0,0
Iván Romero,1,0,0
Matías Árbol,0,0,0
Munir ,0,0,0
Alberto López,0,0,0
