Player,Matchs,Goals,Assists
Reinildo Mandava,6,0,0
Axel Witsel,6,0,0
Koke,6,0,1
Jan Oblak,5,0,0
João Félix,6,0,3
Álvaro Morata,6,3,0
Marcos Llorente,5,0,0
Yannick Carrasco,6,1,0
Rodrigo ,6,1,1
Geoffrey Kondogbia,4,0,1
Nahuel Molina,3,0,0
Thomas Lemar,4,0,1
Saúl Ñíguez,5,0,0
José Mar,3,0,0
Stefan Savić,2,0,0
Antoine Griezmann,6,2,0
Ángel Correa,6,1,0
Mario Hermoso,3,1,0
Ivo Grbić,2,0,0
Felipe,1,0,0
Matheus Cunha,5,0,0
Sergio Di,0,0,0
Antonio Gomis,0,0,0
Alejandro Iturbe,0,0,0
Renan Lodi,0,0,0
Marco Moreno,0,0,0
Alberto More,0,0,0
