Player,Matchs,Goals,Assists
Marc-André t,11,0,0
Robert Lewandowski,11,12,4
Pedri,11,2,0
Gavi,11,0,1
Alejandro Balde,9,0,3
Sergio Busquets,9,0,0
Ousmane Dembélé,11,3,5
Eric García,8,1,0
Frenkie ,10,1,0
Ronald Araújo,6,0,0
Raphinha,10,1,1
Jules Koundé,6,0,2
Jordi Alba,7,0,1
Ferrán Torres,10,2,0
Sergi Roberto,9,2,0
Gerard Piqué,4,0,0
Andreas Christensen,3,0,0
Ansu Fati,11,3,3
Marcos Alonso,4,0,0
Franck Kessié,7,0,0
Memphis Depay,2,1,0
Héctor Bellerín,3,0,0
Pablo Torre,1,0,0
Pierre-Emerick Aubameyang,1,0,0
Marc Casado,0,0,0
Iñaki Pe,0,0,0
Miralem Pjanić,0,0,0
Chadi Riad,0,0,0
Arnau Tenas,0,0,0
