Player,Matchs,Goals,Assists
Domingos Duarte,8,0,2
David Soria,8,0,0
Enes Ünal,8,2,1
Borja Mayoral,8,1,0
Carles Aleñá,8,1,0
Iglesias,7,1,0
Mauro Arambarri,6,0,1
Djené,6,0,0
Stefan Mitrović,7,0,0
Fabrizio Angileri,5,0,0
Gastón Álvarez,5,2,0
Damián Suárez,4,1,0
Nemanja Maksimović,6,0,0
Ángel Algobia,3,0,0
Jaime Seoane,8,0,0
Portu,6,0,0
Luis Milla,2,0,0
Munir ,5,0,0
Jaime Mata,4,0,0
Latasa,3,0,0
Moises Par,1,0,0
Jordan Amavi,1,0,0
Alejandro Revuel,1,0,0
Omar Alderete,0,0,0
Vicente Bellmunt,0,0,0
Kiko Casilla,0,0,0
Diego Conde,0,0,0
John Joe,0,0,0
Gorka Rive,0,0,0
Alex Rodríguez,0,0,0
