Player,Matchs,Goals,Assists
Álex Moreno,9,0,1
Rui Silva,9,0,0
Borja Iglesias,9,7,2
Guido Rodríguez,8,0,0
William Carvalho,8,2,1
Rodrigo,8,1,0
Sergio Canales,7,1,0
Germán Pezzella,7,0,0
Édgar González,7,0,0
Luiz Henrique,7,0,1
Luiz Felipe,6,0,0
Juanmi,4,2,0
Nabil Fekir,5,0,1
Aitor Ruibal,9,0,0
Youssouf Sabaly,4,0,0
Martín Montoya,3,0,0
Víctor Ruiz,2,0,0
Paul Akouokou,4,0,0
Andrés Guardado,4,0,0
Willian José,6,0,0
Joaquín,3,0,1
Roberto González,2,0,0
Juan Cruz,1,0,0
Loren Morón,2,0,0
Fran Delgado,1,0,0
Juan Miranda,1,0,0
José Alon,0,0,0
Claudio Bravo,0,0,0
Daniel Martín,0,0,0
