Player,Matchs,Goals,Assists
Yassine Bounou,4,0,0
Fernando,4,0,0
Érik Lamela,4,0,0
Tanguy Nianzou,3,0,0
Marcos Acuña,3,0,0
Papu Gómez,4,0,1
Karim Rekik,3,1,0
Rafa Mir,3,1,0
Joan Jordán,3,0,0
Jesús Navas,2,0,0
Gonzalo Montiel,2,0,0
Nemanja Gudelj,2,0,0
Óliver Torres,2,1,0
Thomas Delaney,3,0,0
Youssef En-Nesyri,4,0,0
Lucas Ocampos,3,0,0
Isco,3,0,0
Alex Telles,3,0,1
Ivan Rakitić,3,0,0
Jesús Corona,1,0,0
Carmona,2,0,0
Kasper Dolberg,1,0,0
Suso,1,0,0
Iván Romero,1,0,0
Marko Dmitrović,0,0,0
Munir ,0,0,0
Alberto López,0,0,0
Marcão,0,0,0
Enrique Valiente,0,0,0
