Player,Matchs,Goals,Assists
Joseph Aidoo,12,1,0
Agustín Marchesín,12,0,0
Javi Galán,12,0,1
Fran Beltrán,12,0,1
Iago Aspas,12,6,2
Unai Núñez,11,0,0
Óscar Rodrígu,11,2,0
Hugo Mallo,11,0,0
Franco Cervi,11,0,1
Jørgen Stra,9,0,2
Renato Tapia,10,0,0
Gabriel Veiga,12,3,1
Carles Pérez,12,0,2
Óscar Mingueza,8,0,0
Gonçalo Paciência,8,1,0
Augusto Solari,6,0,1
Luca ,5,0,0
Pablo Durán,1,0,0
Carlos Dominguez,1,0,0
Miguel Baeza,0,0,0
Francisco Lopez,0,0,0
Miguel Rodríguez,0,0,0
Williot Swedberg,0,0,0
Kevin Vázquez,0,0,0
Iván Villar,0,0,0
