Player,Matchs,Goals,Assists
Álex Moreno,9,0,1
Rui Silva,9,0,0
Guido Rodríguez,9,0,0
Borja Iglesias,10,7,2
William Carvalho,9,2,1
Rodrigo,9,1,0
Germán Pezzella,8,0,0
Édgar González,8,0,0
Sergio Canales,8,1,0
Luiz Henrique,8,0,1
Luiz Felipe,6,0,0
Aitor Ruibal,10,0,0
Juanmi,4,2,0
Nabil Fekir,5,0,1
Youssouf Sabaly,5,0,0
Martín Montoya,3,0,0
Víctor Ruiz,2,0,0
Willian José,7,0,0
Joaquín,4,0,1
Paul Akouokou,4,0,0
Andrés Guardado,5,0,0
Juan Miranda,2,0,0
Claudio Bravo,1,0,0
Roberto González,2,0,0
Juan Cruz,2,0,0
Loren Morón,2,0,0
Fran Delgado,1,0,0
José Alon,0,0,0
Daniel Martín,0,0,0
