Player,Matchs,Goals,Assists
Sergio Akieme,4,0,0
Srđan Babić,4,0,0
Samu Costa,4,0,0
Rodrigo Ely,4,0,0
Fernando,4,0,0
Largie Ramazani,4,2,0
Lucas Robertone,4,0,1
Kaiky,4,0,0
Umar Sadiq,3,2,0
Íñigo Eguaras,3,0,1
Alejandro Po,2,0,1
César ,2,0,0
Juan Brandáriz,3,0,0
Léo Baptistão,3,0,0
Arnau Puigmal,2,0,0
Dyego Sousa,3,0,0
Curro,2,0,0
Adri Embarba,1,0,0
Francisco Portillo,3,0,0
José Carl,1,0,0
Houboulang Mendes,1,0,0
Marko Milovanović,1,0,0
Álex Centelles,0,0,0
Arvin Appiahe,0,0,0
El Bil,0,0,0
Diego Fuoli,0,0,0
Gui Guedes,0,0,0
Lázaro,0,0,0
Carlos Humber,0,0,0
Fernando Pacheco,0,0,0
