Player,Matchs,Goals,Assists
Gerónimo Rulli,10,0,0
Pau Torres,10,0,0
Raúl Albiol,10,0,0
Daniel Parejo,10,0,0
Alfonso Pedraza,10,0,1
Étienne Capoue,8,0,0
Nicolas Jackson,10,1,2
Yeremi Pino,9,1,1
Giovani ,7,1,0
Kiko Femenía,7,0,0
Gerard Moreno,5,2,0
Francis Coquelin,8,1,0
Alex Baena,10,3,0
Juan Foyth,3,0,0
Arnaut Groeneveld,5,2,0
Manu Morlanes,2,0,0
José Lu,10,1,0
Samuel Chukwueze,9,0,1
Aïssa Mandi,5,0,0
Johan Mojica,3,0,0
Alberto Moreno,2,0,0
Manu Trigueros,2,0,0
Iker Álvarez,0,0,0
Jorge Cuenca,0,0,0
Pervis Estupiñán,0,0,0
Filip Jörgensen,0,0,0
Pepe Reina,0,0,0
