Team,Player,Position,On_start,Points_Average,Last_5_games_points,J_4,J_3,J_2,J_1,J_Actual,Avg_last_5_games,Value,Squad_Average_Points,J_4_Squad_Points,J_3_Squad_Points,J_2_Squad_Points,J_1_Squad_Points,J_Actual_Squad_Points,Squad_Avg_last_5_Games,Value_Squad,vs,Vs_Team,Vs_Squad_Average_Points,J_4_Vs_Squad_Points,J_3_Vs_Squad_Points,J_2_Vs_Squad_Points,J_1_Vs_Squad_Points,J_Actual_Vs_Squad_Points,Vs_Squad_Avg_last_5_Games,Vs_Value_Squad,Team_clas,Vs_Team_clas,Jugador,Target
Alavés,Lejeune,DF,74,3.3,"['6', '3', '4', '2', '5']",6,3,4,2,5,4.0,1740000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Lejeune,6.0
Alavés,Martín Aguirregabiria,DF,52,2.9,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,760000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Martín Aguirregabiria,2.0
Alavés,Miazga,DF,29,3.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,640000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Miazga,0.0
Alavés,Nahuel Tenaglia,DF,26,3.7,"['7', '4', '1', '2', '7']",7,4,1,2,7,4.2,1310000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Nahuel Tenaglia,5.0
Alavés,Ximo Navarro,DF,32,2.3,"['-', '-', '-', '0', '-3']",0,0,0,0,-3,-0.6,500000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Ximo Navarro,8.0
Alavés,Javi López Carballo,DF,13,1.6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,300000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Javi López Carballo,0.0
Alavés,Saúl García,DF,0,3.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,270000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Saúl García,0.0
Alavés,Alexandru Tirlea,DF,0,2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Alexandru Tirlea,0.0
Alavés,Keller,DF,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,260000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Keller,0.0
Alavés,Luis Rioja,MD,97,3.2,"['0', '1', '7', '0', '4']",0,1,7,0,4,2.4,2880000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Luis Rioja,2.0
Alavés,Mamadou Loum,MD,65,3.5,"['-', '2', '1', '3', '2']",0,2,1,3,2,1.6,1690000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Mamadou Loum,2.0
Alavés,Edgar Méndez,MD,42,2.9,"['7', '1', '5', '7', '4']",7,1,5,7,4,4.8,1200000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Edgar Méndez,5.0
Alavés,Toni Moya,MD,52,3.0,"['7', '4', '0', '-', '1']",7,4,0,0,1,2.4,1050000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Toni Moya,0.0
Alavés,Manu García Alonso,MD,23,3.4,"['4', '-', '-', '-', '-']",4,0,0,0,0,0.8,670000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Manu García Alonso,6.0
Alavés,Tomás Pina,MD,48,2.5,"['-', '2', '-', '4', '1']",0,2,0,4,1,1.4,830000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Tomás Pina,2.0
Alavés,Gonzalo Escalante,MD,32,4.6,"['2', '2', '10', '9', '5']",2,2,10,9,5,5.6,3280000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Gonzalo Escalante,4.0
Alavés,Pere Pons,MD,48,2.1,"['2', '0', '2', '2', '-']",2,0,2,2,0,1.2,690000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Pere Pons,0.0
Alavés,Facundo Pellistri,MD,19,1.9,"['-', '-', '-', '1', '1']",0,0,0,1,1,0.4,570000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Facundo Pellistri,0.0
Alavés,Jason,MD,23,2.5,"['4', '3', '4', '-', '-']",4,3,4,0,0,2.2,930000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Jason,2.0
Alavés,Joselu,DL,94,6.5,"['5', '6', '4', '4', '2']",5,6,4,4,2,4.2,12550000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Joselu,12.0
Alavés,Manu Vallejo,DL,6,2.8,"['-', '4', '14', '2', '1']",0,4,14,2,1,4.2,1330000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Manu Vallejo,0.0
Alavés,Miguel de la Fuente,DL,23,2.4,"['-', '2', '2', '2', '-']",0,2,2,2,0,1.2,490000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Miguel de la Fuente,2.0
Alavés,Guidetti,DL,6,2.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,470000,83.6,65,50,53,41,44,50.6,42220000,Rayo Vallecano,Rayo Vallecano,85.6,45,53,45,64,60,53.4,52560000,20,13,Guidetti,0.0
Cádiz,Jeremías Ledesma,PT,100,4.5,"['8', '-1', '7', '6', '-1']",8,-1,7,6,-1,3.8,3030000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Jeremías Ledesma,12.0
Cádiz,David Gil,PT,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,David Gil,0.0
Cádiz,Espino,DF,97,4.3,"['6', '7', '5', '2', '2']",6,7,5,2,2,4.4,3350000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Espino,0.0
Cádiz,Akapo,DF,52,3.9,"['4', '1', '6', '9', '5']",4,1,6,9,5,5.0,1280000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Akapo,4.0
Cádiz,Víctor Chust,DF,58,3.4,"['4', '3', '6', '5', '1']",4,3,6,5,1,3.8,1620000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Víctor Chust,2.0
Cádiz,Fali,DF,58,3.1,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,910000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Fali,8.0
Cádiz,Varazdat Haroyan,DF,52,3.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,560000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Varazdat Haroyan,0.0
Cádiz,Iza Carcelén,DF,52,3.0,"['-', '2', '-', '-', '-']",0,2,0,0,0,0.4,1000000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Iza Carcelén,0.0
Cádiz,Luis Hernández,DF,26,4.4,"['5', '3', '8', '5', '1']",5,3,8,5,1,4.4,1740000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Luis Hernández,6.0
Cádiz,Arzamendia,DF,16,2.5,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,500000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Arzamendia,2.0
Cádiz,Cala,DF,32,1.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,520000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Cala,0.0
Cádiz,Raúl Parra,DF,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,200000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Raúl Parra,3.0
Cádiz,Álex Fernández,MD,52,3.6,"['2', '2', '-', '-', '3']",2,2,0,0,3,1.4,1640000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Álex Fernández,2.0
Cádiz,Tomás Alarcón,MD,48,4.1,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1540000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Tomás Alarcón,0.0
Cádiz,Jens Jonsson,MD,48,3.9,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,970000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Jens Jonsson,6.0
Cádiz,Salvi,MD,52,3.4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,990000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Salvi,2.0
Cádiz,Rubén Alcaraz,MD,29,6.4,"['12', '6', '5', '4', '2']",12,6,5,4,2,5.8,5500000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Rubén Alcaraz,0.0
Cádiz,Iván Alejo,MD,26,3.7,"['4', '-', '2', '2', '11']",4,0,2,2,11,3.8,800000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Iván Alejo,4.0
Cádiz,Alberto Perea,MD,26,2.7,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,720000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Alberto Perea,0.0
Cádiz,Fede San Emeterio,MD,29,3.1,"['5', '2', '3', '1', '1']",5,2,3,1,1,2.4,820000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Fede San Emeterio,2.0
Cádiz,Álvaro Bastida,MD,6,2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,310000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Álvaro Bastida,0.0
Cádiz,José Mari,MD,0,1.8,"['4', '-', '3', '-2', '-']",4,0,3,-2,0,1.0,470000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,José Mari,4.0
Cádiz,Kike Carrasco,MD,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,220000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Kike Carrasco,0.0
Cádiz,Negredo,DL,65,4.9,"['5', '11', '5', '6', '4']",5,11,5,6,4,6.2,6750000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Negredo,0.0
Cádiz,Choco Lozano,DL,65,4.1,"['5', '2', '4', '1', '2']",5,2,4,1,2,2.8,3070000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Choco Lozano,0.0
Cádiz,Lucas Pérez,DL,68,3.5,"['-', '2', '6', '3', '4']",0,2,6,3,4,3.0,4330000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Lucas Pérez,7.0
Cádiz,Sobrino,DL,45,2.8,"['3', '1', '10', '2', '2']",3,1,10,2,2,3.6,1460000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Sobrino,0.0
Cádiz,Idrissi,DL,26,4.1,"['14', '4', '4', '2', '4']",14,4,4,2,4,5.6,2410000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Idrissi,0.0
Cádiz,Iván Chapela,DL,13,2.6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,340000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Iván Chapela,0.0
Cádiz,Florin Andone,DL,3,2.6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,480000,94.0,83,45,74,46,41,57.8,47740000,Barcelona,Barcelona,157.5,79,115,118,90,83,97.0,205270000,18,2,Florin Andone,0.0
Elche,Édgar Badía,PT,61,4.6,"['7', '10', '2', '5', '5']",7,10,2,5,5,5.8,2510000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Édgar Badía,9.0
Elche,Kiko Casilla,PT,39,4.9,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,560000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Kiko Casilla,0.0
Elche,Johan Mojica,DF,90,4.0,"['4', '5', '-5', '-', '8']",4,5,-5,0,8,2.4,4130000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Johan Mojica,12.0
Elche,Enzo Roco,DF,74,3.6,"['5', '5', '3', '-', '4']",5,5,3,0,4,3.4,1530000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Enzo Roco,8.0
Elche,Helibelton Palacios,DF,61,3.7,"['-', '6', '-', '4', '3']",0,6,0,4,3,2.6,810000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Helibelton Palacios,0.0
Elche,Diego González,DF,55,2.5,"['5', '3', '5', '2', '1']",5,3,5,2,1,3.2,880000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Diego González,0.0
Elche,Bigas,DF,45,4.1,"['-', '-', '-', '3', '-']",0,0,0,3,0,0.6,910000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Bigas,12.0
Elche,Gonzalo Verdú,DF,42,3.3,"['-', '4', '-', '-', '3']",0,4,0,0,3,1.4,1030000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Gonzalo Verdú,5.0
Elche,Barragán,DF,35,2.7,"['0', '-', '4', '-', '-']",0,0,4,0,0,0.8,390000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Barragán,0.0
Elche,Lucas Olaza,DF,3,3.0,"['-', '2', '-', '4', '-']",0,2,0,4,0,1.2,1070000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Lucas Olaza,0.0
Elche,John Donald,DF,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,John Donald,0.0
Elche,Fidel,MD,81,4.5,"['11', '10', '1', '2', '1']",11,10,1,2,1,5.0,4550000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Fidel,7.0
Elche,Tete Morente,MD,52,3.8,"['-1', '2', '2', '1', '2']",-1,2,2,1,2,1.2,2510000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Tete Morente,2.0
Elche,Omar Mascarell,MD,81,3.2,"['1', '4', '2', '-', '2']",1,4,2,0,2,1.8,1150000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Omar Mascarell,4.0
Elche,Gumbau,MD,48,3.2,"['2', '-', '4', '9', '4']",2,0,4,9,4,3.8,1110000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Gumbau,4.0
Elche,Josan,MD,19,3.2,"['-', '3', '3', '6', '2']",0,3,3,6,2,2.8,950000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Josan,6.0
Elche,Raúl Guti,MD,42,2.4,"['4', '-', '2', '1', '3']",4,0,2,1,3,2.0,770000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Raúl Guti,1.0
Elche,Iván Marcone,MD,29,2.7,"['3', '2', '-', '4', '-']",3,2,0,4,0,1.8,540000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Iván Marcone,0.0
Elche,Piatti,MD,6,2.7,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,390000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Piatti,0.0
Elche,Kike Pérez,MD,0,3.4,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,390000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Kike Pérez,2.0
Elche,Pastore,MD,16,2.3,"['3', '-', '5', '-', '1']",3,0,5,0,1,1.8,850000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Pastore,3.0
Elche,Lucas Boyé,DL,68,5.3,"['2', '1', '2', '3', '-']",2,1,2,3,0,1.6,5870000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Lucas Boyé,0.0
Elche,Pere Milla,DL,45,4.3,"['3', '6', '0', '2', '2']",3,6,0,2,2,2.6,4770000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Pere Milla,2.0
Elche,Guido Carrillo,DL,26,3.2,"['2', '3', '2', '2', '9']",2,3,2,2,9,3.6,1130000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Guido Carrillo,0.0
Elche,Ezequiel Ponce,DL,6,3.6,"['2', '5', '2', '5', '2']",2,5,2,5,2,3.2,1560000,84.2,53,71,34,55,52,53.0,40610000,Mallorca,Mallorca,89.3,51,41,52,42,57,48.6,45880000,15,17,Ezequiel Ponce,2.0
Celta Vigo,Matías Dituro,PT,100,4.9,"['0', '2', '7', '8', '0']",0,2,7,8,0,3.4,4210000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Matías Dituro,8.0
Celta Vigo,Rubén Blanco,PT,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,320000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Rubén Blanco,0.0
Celta Vigo,Javi Galán,DF,97,4.3,"['1', '3', '-', '7', '1']",1,3,0,7,1,2.4,4770000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Javi Galán,6.0
Celta Vigo,Hugo Mallo,DF,68,4.1,"['-2', '-', '9', '-', '-']",-2,0,9,0,0,1.4,2760000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Hugo Mallo,0.0
Celta Vigo,Aidoo,DF,74,3.4,"['-1', '3', '6', '3', '4']",-1,3,6,3,4,3.0,2000000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Aidoo,5.0
Celta Vigo,Néstor Araujo,DF,71,3.0,"['1', '2', '2', '-', '4']",1,2,2,0,4,1.8,1670000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Néstor Araujo,4.0
Celta Vigo,Jeison Murillo,DF,39,3.3,"['-', '-', '4', '1', '-']",0,0,4,1,0,1.0,1110000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Jeison Murillo,2.0
Celta Vigo,Kevin Vázquez,DF,29,4.6,"['-', '5', '-', '2', '7']",0,5,0,2,7,2.8,1170000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Kevin Vázquez,6.0
Celta Vigo,Carlos Domínguez,DF,10,4.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,320000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Carlos Domínguez,0.0
Celta Vigo,José Fontán,DF,10,1.8,"['-', '-', '5', '-', '-']",0,0,5,0,0,1.0,370000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,José Fontán,0.0
Celta Vigo,Denis Suárez,MD,87,4.7,"['8', '4', '3', '5', '5']",8,4,3,5,5,5.0,5450000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Denis Suárez,5.0
Celta Vigo,Brais Méndez,MD,94,4.6,"['-1', '2', '6', '2', '4']",-1,2,6,2,4,2.6,4850000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Brais Méndez,8.0
Celta Vigo,Fran Beltrán,MD,81,4.2,"['3', '7', '5', '3', '6']",3,7,5,3,6,4.8,4050000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Fran Beltrán,12.0
Celta Vigo,Franco Cervi,MD,52,4.1,"['3', '-', '-', '5', '4']",3,0,0,5,4,2.4,4000000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Franco Cervi,5.0
Celta Vigo,Renato Tapia,MD,39,3.0,"['-', '1', '2', '8', '-']",0,1,2,8,0,2.2,1500000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Renato Tapia,2.0
Celta Vigo,Nolito,MD,45,2.7,"['4', '-', '1', '4', '-']",4,0,1,4,0,1.8,2150000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Nolito,2.0
Celta Vigo,Augusto Solari,MD,6,1.8,"['2', '2', '-', '-', '1']",2,2,0,0,1,1.0,450000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Augusto Solari,0.0
Celta Vigo,Orbelín Pineda,MD,0,2.0,"['-', '-', '2', '5', '-']",0,0,2,5,0,1.4,1420000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Orbelín Pineda,0.0
Celta Vigo,Gabriel Veiga,MD,0,2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Gabriel Veiga,0.0
Celta Vigo,Hugo Álvarez,MD,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Hugo Álvarez,0.0
Celta Vigo,Holsgrove,MD,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Holsgrove,0.0
Celta Vigo,Alfonso González,MD,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,380000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Alfonso González,0.0
Celta Vigo,Iago Aspas,DL,94,7.4,"['20', '6', '6', '5', '3']",20,6,6,5,3,8.0,17200000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Iago Aspas,10.0
Celta Vigo,Santi Mina,DL,87,4.9,"['3', '3', '2', '2', '3']",3,3,2,2,3,2.6,6600000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Santi Mina,3.0
Celta Vigo,Thiago Galhardo,DL,16,2.9,"['10', '2', '4', '2', '2']",10,2,4,2,2,4.0,2270000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Thiago Galhardo,0.0
Celta Vigo,Íker Losada,DL,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,300000,77.7,51,42,64,62,44,52.6,70630000,Athletic Club,Athletic Club,92.1,84,54,66,77,60,68.2,72590000,12,8,Íker Losada,0.0
