Player,Matchs,Goals,Assists
Iván Balliu,7,0,0
Catena,7,0,0
Stole Dimitrievski,7,0,0
Francisco Garcia,7,0,1
Álvaro García,7,0,1
Óscar Trejo,7,1,2
Sergio Camello,7,1,1
Florian Lejeune,6,1,0
Isaac Palaz,6,2,0
Óscar Valentín,7,0,0
Pathé Ciss,7,1,0
Unai López,6,1,1
Santi Comesaña,5,0,0
Salvi,5,0,0
Radamel Falcao,7,1,0
Bebé,2,0,0
Randy Ntekja,3,0,0
José Pozo,4,0,0
Abdul Mumin,1,0,0
Mario Suárez,1,0,0
Pep Chavarría,1,0,0
Mario Hernández,0,0,0
Diego López,0,0,0
Diego Méndez,0,0,0
Morro,0,0,0
Pablo Muñoz,0,0,0
Esteban Saveljich,0,0,0
