Player,Matchs,Goals,Assists
Leandro Cabrera,33,2,0
Diego López,32,0,0
Sergi Darder,32,3,8
Pedrosa,31,1,1
Raúl ,31,15,3
Sergi Gómez,27,1,2
Adri Embarba,29,0,2
Javi Puado,26,4,1
Óscar Gil,22,0,2
Aleix Vidal,28,2,0
Keidi Bare,25,1,1
Yangel Herrera,20,1,1
Óscar Melendo,17,0,0
Fernando Calero,13,0,0
Manu Morlanes,26,2,0
Tonny Vilhena,13,1,1
David López,15,0,0
Nico Ribaudo,27,1,0
Loren Morón,21,1,0
Landry Dimata,17,0,0
Wu Lei,20,1,0
Fran Mérida,8,0,0
Dídac Vilà,7,0,0
Oier Olazábal,2,0,0
Joan García,2,0,0
Miguel Ju,2,0,0
Lluís Recasens,1,0,0
Rubén,2,0,0
Jofre,2,0,1
Gori,1,0,0
Álvaro Vadillo,3,0,0
Victor Perea,1,0,0
Álvaro García,0,0,0
Aleix Gorjon,0,0,0
Roger Martínez,0,0,0
Daniel Villahermosa,0,0,0
