Player,Matchs,Goals,Assists
Jan Oblak,31,0,0
Koke,24,1,1
Marcos Llorente,23,0,2
Yannick Carrasco,27,3,5
Stefan Savić,22,0,0
Rodrigo ,29,1,1
José Mar,20,0,1
Mario Hermoso,24,2,1
Luis Suárez,30,11,2
Ángel Correa,29,11,5
Thomas Lemar,22,4,5
Antoine Griezmann,19,3,2
Geoffrey Kondogbia,22,1,2
Felipe,21,2,1
João Félix,23,8,4
Kieran Trippiere,15,0,0
Renan Lodi,24,2,1
Reinildo Mandava,10,0,0
Héctor Herrera,18,0,0
Šime Vrsaljko,16,1,2
Matheus Cunha,22,5,3
Saúl Ñíguez,3,0,1
Daniel Wass,1,0,0
Javier Serrano,4,0,0
Carlos Martín,1,0,0
Benjamin Lecomte,0,0,0
Pablo Barrios,0,0,0
Ibrahima Camara,0,0,0
Sergio Camello,0,0,0
Sergio Di,0,0,0
Antonio Gomis,0,0,0
Ivo Grbić,0,0,0
Manu Lama,0,0,0
Marco Moreno,0,0,0
Nehuén Pérez,0,0,0
Joan Rojas,0,0,0
Ivan Šaponjić,0,0,0
Giuliano Simeone,0,0,0
