Player,Matchs,Goals,Assists
Matías Dituro,27,0,0
Javi Galán,27,0,2
Iago Aspas,26,13,4
Brais Méndez,26,4,4
Santi Mina,26,7,3
Denis Suárez,27,3,2
Fran Beltrán,27,0,0
Hugo Mallo,20,1,1
Néstor Araujo,24,0,0
Joseph Aidoo,21,0,0
Franco Cervi,26,3,3
Renato Tapia,21,0,0
Nolito,24,1,0
Jeison Murillo,14,0,0
Kevin Vázquez,7,0,1
Thiago Galhardo,21,1,1
Carlos Dominguez,5,0,0
Augusto Solari,18,0,0
José Fontán,5,0,0
Okay Yokuşlu,8,0,0
Orbelín Pineda,1,0,0
Hugo Álvarez,1,0,0
Gabriel Veiga,2,0,0
Miguel Baeza,1,0,0
Hugo Sotelo,1,0,0
Alfon,0,0,0
Rubén Blanco,0,0,0
Gaizka Camp,0,0,0
Coke Carrillo,0,0,0
Thomas Carrique,0,0,0
Javier Castro,0,0,0
Fernando Medrano,0,0,0
