Player,Matchs,Goals,Assists
Diego Carlos,32,3,0
Yassine Bounou,30,0,2
Joan Jordán,35,0,1
Jules Koundé,30,2,1
Ivan Rakitić,33,4,6
Marcos Acuña,29,1,3
Lucas Ocampos,28,6,4
Fernando,24,1,1
Rafa Mir,32,9,0
Papu Gómez,27,5,1
Jesús Navas,23,0,3
Gonzalo Montiel,17,1,2
Thomas Delaney,24,2,1
Youssef En-Nesyri,21,4,1
Karim Rekik,16,0,2
Jesús Corona,16,2,4
Óliver Torres,24,2,2
Érik Lamela,19,5,1
Ludwig Augustinsson,19,0,1
Nemanja Gudelj,20,0,0
Anthony Martial,9,0,1
Suso,8,0,1
Marko Dmitrović,5,0,0
Munir ,16,2,0
Óscar Rodrígu,11,0,0
Iván Romero,5,0,0
Oussama Idrissi,5,0,0
Javier Díaz,1,0,0
Carmona,1,0,0
Luismi,2,0,0
Pedro Ortiz,1,0,0
Juan Sánchez,1,0,0
Valentino Scotta,1,0,0
Luuk ,0,0,0
Juanlu,0,0,0
Alberto López,0,0,0
Alfonso Pastor,0,0,0
Pablo Pérez,0,0,0
Alejandro Po,0,0,0
Nacho Quintana,0,0,0
Enrique Valiente,0,0,0
Zarzana,0,0,0
