Player,Matchs,Goals,Assists
Sergio Herrera,33,0,0
David García,32,4,0
Nacho Vidal,32,0,1
Jon Moncayola,33,2,3
Lucas Torró,30,1,0
Rubén García,33,1,5
Darko Brašanac,31,1,2
Manuel Sánchez,31,1,3
Juan Cr,20,0,0
Ezequiel Ávila,32,6,1
Kike,30,5,1
Ante Budimir,24,8,1
Unai García,16,0,0
José Ángel,22,1,1
Aridane Hernández,13,0,0
Kike Barja,17,1,0
Javi Martínez,24,1,1
Oier Sanjurjo,21,0,0
Roberto Torres,25,2,2
Iñigo Pérez,8,1,0
Jesús Areso,2,0,0
Iker Benito,4,0,0
Robert Ibáñez,4,0,0
Unai Dufur,1,0,0
Juan Pérez,1,0,0
Jonás Ramalho,1,0,0
Javier Ontiveros,3,0,0
Barbero,5,0,0
Jaume Grau,1,0,0
Pau Martínez,0,0,0
Yoel Ramírez,0,0,0
Dario Ramos,0,0,0
