Player,Matchs,Goals,Assists
Johan Mojica,33,2,5
Omar Mascarell,32,0,0
Enzo Roco,30,1,0
Fidel,33,5,6
Édgar Badía,24,0,0
Helibelton Palacios,26,0,0
Lucas Boyé,24,7,3
Gerard Gumbau,31,0,4
Diego González,28,0,0
Pedro Bigas,19,1,0
Tete Morente,32,3,3
Pere Milla,32,8,3
Raúl Guti,31,0,0
Gonzalo Verdú,19,0,0
Lucas Pérez,18,2,1
Kiko Casilla,14,0,0
Antonio Barragán,16,0,0
Guido Carrillo,29,2,0
Josan,31,2,3
Iván Marcone,20,0,0
Darío Benedetto,14,2,1
Javier Pastore,13,0,0
Ezequiel Ponce,13,1,0
Kike Pérez,12,2,0
Pablo Piatti,10,0,0
Lucas Olaza,5,1,0
John Donald,2,0,0
Josema,6,0,0
Jony Álamo,0,0,0
Lluis Andreu,0,0,0
Sergio Bo,0,0,0
Diego Bri,0,0,0
César,0,0,0
José Friaza,0,0,0
Jesús López,0,0,0
Marco Soler,0,0,0
Axel Werner,0,0,0
