Player,Matchs,Goals,Assists
Nabil Fekir,26,6,6
Sergio Canales,25,4,6
Guido Rodríguez,23,1,2
Álex Moreno,21,4,2
Héctor Bellerín,18,0,2
Juanmi,23,12,1
Rui Silva,17,0,0
William Carvalho,25,1,3
Marc Bartra,15,0,0
Víctor Ruiz,16,0,0
Willian José,23,8,4
Édgar González,19,1,1
Germán Pezzella,14,1,0
Andrés Guardado,22,0,1
Borja Iglesias,24,8,0
Claudio Bravo,11,0,0
Rodrigo,16,1,1
Aitor Ruibal,16,0,0
Juan Miranda,9,0,1
Martín Montoya,6,0,1
Cristian Tello,19,1,2
Paul Akouokou,6,0,0
Youssouf Sabaly,3,0,1
Joaquín,12,0,1
Roberto González,4,0,0
Diego Lainez,5,0,0
Kike Hermoso,1,1,0
Víctor Camarasa,7,0,0
Calderón,1,0,0
Loren Morón,1,0,0
Fran Delgado,0,0,0
Yassin Fekir,0,0,0
Marchena,0,0,0
Raúl,0,0,0
Rebollo,0,0,0
Joel Robles,0,0,0
Sidnei,0,0,0
