Player,Matchs,Goals,Assists
Nabil Fekir,31,6,8
Sergio Canales,31,4,6
Guido Rodríguez,29,1,2
Álex Moreno,27,5,3
Juanmi,30,14,3
Héctor Bellerín,22,0,2
Marc Bartra,21,1,0
Germán Pezzella,20,1,0
Rui Silva,19,0,0
William Carvalho,30,2,3
Willian José,29,8,4
Claudio Bravo,17,0,0
Borja Iglesias,30,9,0
Víctor Ruiz,18,0,0
Andrés Guardado,26,0,1
Édgar González,19,1,1
Aitor Ruibal,19,0,0
Rodrigo,18,1,1
Juan Miranda,11,0,1
Youssouf Sabaly,8,0,1
Martín Montoya,6,0,1
Paul Akouokou,8,0,0
Cristian Tello,22,2,2
Joaquín,18,0,1
Diego Lainez,7,0,0
Roberto González,4,0,0
Kike Hermoso,1,1,0
Víctor Camarasa,7,0,0
Calderón,1,0,0
Loren Morón,1,0,0
Raúl,1,0,0
Fran Delgado,0,0,0
Yassin Fekir,0,0,0
Marchena,0,0,0
Rebollo,0,0,0
Joel Robles,0,0,0
Sidnei,0,0,0
