Player,Matchs,Goals,Assists
Jan Oblak,28,0,0
Yannick Carrasco,25,3,5
Koke,22,0,1
Marcos Llorente,20,0,2
Mario Hermoso,23,2,1
Stefan Savić,19,0,0
Rodrigo ,26,1,1
Ángel Correa,28,11,5
José Mar,18,0,1
Luis Suárez,27,9,2
Thomas Lemar,20,4,5
Geoffrey Kondogbia,19,1,2
Antoine Griezmann,16,3,2
Felipe,18,2,1
Kieran Trippiere,15,0,0
João Félix,20,6,3
Renan Lodi,21,2,1
Héctor Herrera,17,0,0
Šime Vrsaljko,14,1,1
Reinildo Mandava,7,0,0
Matheus Cunha,20,5,2
Saúl Ñíguez,3,0,1
Daniel Wass,1,0,0
Javier Serrano,4,0,0
Carlos Martín,1,0,0
Benjamin Lecomte,0,0,0
Pablo Barrios,0,0,0
Ibrahima Camara,0,0,0
Sergio Camello,0,0,0
Sergio Di,0,0,0
Antonio Gomis,0,0,0
Ivo Grbić,0,0,0
Manu Lama,0,0,0
Marco Moreno,0,0,0
Nehuén Pérez,0,0,0
Joan Rojas,0,0,0
Ivan Šaponjić,0,0,0
Giuliano Simeone,0,0,0
