Player,Matchs,Goals,Assists
Luís Maximiano,30,0,0
Luis Javi,32,7,4
Luis Milla,29,3,3
Germán Sánchez,27,2,1
Carlos Neva,26,0,0
Quini,28,0,0
Antonio Puertas,29,5,1
Maxime Gonalons,20,0,1
Jorge Molina,31,8,4
Domingos Duarte,17,1,0
Darwin Machís,24,4,2
Raúl Torrente,18,0,0
Víctor Díaz,18,1,0
Ángel Montoro,24,1,1
Sergio Escudero,24,1,1
Álex Collado,13,1,1
Rubén Rochina,15,1,3
Njegoš Petrović,12,0,1
Myrto Uzuni,12,0,0
Monchu,14,0,0
Alberto Soro,15,0,0
Luis Abram,8,0,0
Carlos Bacca,16,0,1
Santiago Arias,9,1,0
Aarón Escandell,4,0,0
Isma Ruiz,8,0,0
Yan Bri,9,0,0
Dimitri Foulquier,2,0,0
Matias Arezo,7,0,0
Barcia,1,0,0
Dani Raba,2,0,0
Adrián Butzke,1,0,0
Ángel,0,0,0
Brau,0,0,0
Cheikh Ka,0,0,0
Pepe,0,0,0
Bry,0,0,0
