Player,Matchs,Goals,Assists
Leandro Cabrera,29,2,0
Diego López,28,0,0
Pedrosa,28,1,1
Sergi Darder,28,3,7
Raúl ,27,14,3
Sergi Gómez,25,1,2
Adri Embarba,27,0,2
Javi Puado,22,4,1
Óscar Gil,20,0,2
Aleix Vidal,24,2,0
Keidi Bare,22,1,1
Yangel Herrera,17,1,1
Óscar Melendo,15,0,0
Manu Morlanes,23,2,0
Fernando Calero,9,0,0
Tonny Vilhena,9,1,1
David López,13,0,0
Nico Ribaudo,26,1,0
Loren Morón,20,1,0
Landry Dimata,17,0,0
Wu Lei,16,0,0
Fran Mérida,7,0,0
Dídac Vilà,5,0,0
Oier Olazábal,2,0,0
Joan García,2,0,0
Miguel Ju,2,0,0
Lluís Recasens,1,0,0
Rubén,2,0,0
Jofre,2,0,1
Gori,1,0,0
Álvaro Vadillo,3,0,0
Victor Perea,1,0,0
Álvaro García,0,0,0
Aleix Gorjon,0,0,0
Roger Martínez,0,0,0
Daniel Villahermosa,0,0,0
