Player,Matchs,Goals,Assists
Thibaut Courtois,35,0,0
Éder Militão,33,1,2
David Alaba,30,2,3
Casemiro,31,1,3
Karim Benzema,31,27,12
Vinicius Júnior,34,17,10
Toni Kroos,27,1,3
Luka Modrić,27,2,8
Lucas Vázquez,29,3,0
Federico Valverde,30,0,1
Marco Asensio,31,10,0
Ferland Mendy,21,2,1
Nacho,27,3,0
Dani Carvajal,23,1,3
Rodrygo,31,4,4
Eduardo Camavinga,24,2,1
Eden Hazard,18,0,1
Marcelo,10,0,2
Jesús Vallejo,5,0,0
Gareth Balew,5,1,0
Mariano,9,1,1
Miguel Gutiérrez,3,0,1
Dani Ceballos,10,0,0
Isco,12,1,0
Andriy Lunin,2,0,0
Luka Jović,15,1,3
Blanco,1,0,0
Peter González,3,0,0
Mario Gila,2,0,0
Sergio Santos,1,0,0
Latasa,1,0,0
Toni Fuidias,0,0,0
Luis López,0,0,0
Álvaro Odriozola,0,0,0
Diego Piñeiro,0,0,0
Rafa,0,0,0
