Player,Matchs,Goals,Assists
David Soria,27,0,0
Nemanja Maksimović,26,1,2
Djené,25,0,0
Carles Aleñá,23,1,2
Damián Suárez,24,0,3
Jorge Cuenca,23,1,0
Mathías Olivera,22,1,2
Mauro Arambarri,22,0,5
Stefan Mitrović,23,1,0
Enes Ünal,26,13,0
Sandro Ramírez,19,3,0
Florentino Luís,15,0,1
Jakub Jankto,13,0,1
Iglesias,13,0,1
Jaime Mata,21,1,0
Borja Mayoral,7,3,1
Óscar Rodrígu,7,0,0
Erick Cabaco,8,0,1
Darío Poveda,15,1,0
David Timor,7,0,0
Allan Nyom,5,0,0
José Ju,7,0,0
Jonathan Silva,9,0,0
Vitolo,7,0,0
Okay Yokuşlu,2,0,0
Emmanuel Amankw,3,0,1
Chema,1,0,0
Marc Cucurella,1,0,0
Gonzalo Villar,2,0,0
Hugo Duro,1,0,0
Diego Conde,1,0,0
Ángel Algobia,0,0,0
Gastón Álvarez,0,0,0
Chinchu,0,0,0
John Joe,0,0,0
Diego López,0,0,0
Ignasi Miquel,0,0,0
Rubén Yáñez,0,0,0
