Player,Matchs,Goals,Assists
Matías Dituro,35,0,0
Javi Galán,34,0,3
Iago Aspas,34,16,4
Brais Méndez,34,4,5
Denis Suárez,35,3,5
Santi Mina,33,7,3
Fran Beltrán,35,1,0
Joseph Aidoo,29,0,0
Néstor Araujo,31,0,0
Hugo Mallo,21,1,1
Franco Cervi,32,4,3
Nolito,31,2,0
Renato Tapia,27,0,0
Kevin Vázquez,14,0,1
Jeison Murillo,17,0,0
Thiago Galhardo,28,2,1
Carlos Dominguez,7,0,0
José Fontán,6,0,0
Augusto Solari,23,0,0
Okay Yokuşlu,8,0,0
Orbelín Pineda,6,0,0
Gabriel Veiga,4,0,0
Hugo Álvarez,1,0,0
Miguel Baeza,1,0,0
Hugo Sotelo,1,0,0
Alfon,0,0,0
Rubén Blanco,0,0,0
Gaizka Camp,0,0,0
Coke Carrillo,0,0,0
Thomas Carrique,0,0,0
Javier Castro,0,0,0
César Fernández,0,0,0
Fernando Medrano,0,0,0
