Player,Matchs,Goals,Assists
Nabil Fekir,29,6,7
Sergio Canales,29,4,6
Guido Rodríguez,27,1,2
Álex Moreno,25,5,3
Juanmi,28,14,3
Héctor Bellerín,22,0,2
Marc Bartra,20,0,0
Rui Silva,18,0,0
William Carvalho,29,2,3
Germán Pezzella,18,1,0
Willian José,28,8,4
Víctor Ruiz,17,0,0
Claudio Bravo,15,0,0
Borja Iglesias,28,9,0
Andrés Guardado,25,0,1
Édgar González,19,1,1
Rodrigo,17,1,1
Juan Miranda,11,0,1
Aitor Ruibal,18,0,0
Martín Montoya,6,0,1
Paul Akouokou,8,0,0
Youssouf Sabaly,6,0,1
Cristian Tello,21,2,2
Joaquín,17,0,1
Roberto González,4,0,0
Diego Lainez,6,0,0
Kike Hermoso,1,1,0
Víctor Camarasa,7,0,0
Calderón,1,0,0
Loren Morón,1,0,0
Raúl,1,0,0
Fran Delgado,0,0,0
Yassin Fekir,0,0,0
Marchena,0,0,0
Rebollo,0,0,0
Joel Robles,0,0,0
Sidnei,0,0,0
