Player,Matchs,Goals,Assists
Sergio Herrera,32,0,0
David García,31,4,0
Jon Moncayola,32,2,3
Nacho Vidal,31,0,1
Lucas Torró,29,1,0
Rubén García,32,1,5
Darko Brašanac,30,1,2
Manuel Sánchez,30,1,3
Ezequiel Ávila,31,6,1
Juan Cr,19,0,0
Kike,29,5,1
Ante Budimir,23,7,1
Unai García,16,0,0
José Ángel,22,1,1
Aridane Hernández,12,0,0
Kike Barja,16,1,0
Javi Martínez,23,1,1
Oier Sanjurjo,21,0,0
Roberto Torres,24,2,2
Iñigo Pérez,8,1,0
Jesús Areso,2,0,0
Iker Benito,4,0,0
Robert Ibáñez,4,0,0
Unai Dufur,1,0,0
Juan Pérez,1,0,0
Jonás Ramalho,1,0,0
Javier Ontiveros,3,0,0
Barbero,5,0,0
Jaume Grau,1,0,0
Pau Martínez,0,0,0
Yoel Ramírez,0,0,0
Dario Ramos,0,0,0
