Player,Matchs,Goals,Assists
Matías Dituro,37,0,0
Javi Galán,36,0,3
Iago Aspas,36,17,5
Brais Méndez,36,4,5
Denis Suárez,37,4,5
Fran Beltrán,37,1,0
Santi Mina,33,7,3
Joseph Aidoo,31,0,0
Néstor Araujo,33,0,0
Hugo Mallo,21,1,1
Franco Cervi,33,4,3
Kevin Vázquez,16,0,1
Nolito,31,2,0
Renato Tapia,29,0,0
Jeison Murillo,18,0,0
Thiago Galhardo,30,2,2
Augusto Solari,25,0,0
Carlos Dominguez,8,0,0
José Fontán,8,0,0
Okay Yokuşlu,8,0,0
Orbelín Pineda,6,0,0
Gabriel Veiga,6,0,0
Hugo Álvarez,1,0,0
Miguel Baeza,1,0,0
Hugo Sotelo,1,0,0
Alfon,0,0,0
Rubén Blanco,0,0,0
Gaizka Camp,0,0,0
Coke Carrillo,0,0,0
Thomas Carrique,0,0,0
Javier Castro,0,0,0
César Fernández,0,0,0
Fernando Medrano,0,0,0
